state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6469,6469,469,69
Illinois,17,0,0,1488,0
California,06,0,0,5873,0
Arizona,04,21271,21271,1046,61
Massachusetts,25,12256,12256,315,11
Wisconsin,55,5545,5545,333,40
Texas,48,0,0,5274,0
Nebraska,31,1891,1891,140,14
Utah,49,2899,2899,148,29
Oregon,41,1984,1984,173,5
Florida,12,36764,36764,4745,339
New York,36,89995,89995,483,0
Rhode Island,44,2455,2455,87,17
Georgia,13,23325,23325,2361,200
New Hampshire,33,710,710,14,0
North Carolina,37,0,0,996,0
New Jersey,34,22445,22445,376,52
Colorado,08,6831,6831,258,23
Maryland,24,13864,13864,441,41
Nevada,32,0,0,825,0
Tennessee,47,6328,6328,1100,73
Hawaii,15,337,337,227,20
Indiana,18,10219,10219,883,87
Kentucky,21,4362,4362,590,0
Minnesota,27,6113,6113,316,49
Oklahoma,40,4368,4368,578,52
Pennsylvania,42,0,0,487,0
South Carolina,45,7439,7439,1025,0
District of Columbia,11,0,0,81,0
Kansas,20,2159,2159,296,0
Missouri,29,0,0,913,0
Vermont,50,0,0,15,0
Virginia,51,9139,9139,1154,68
Connecticut,09,11087,11087,54,0
Iowa,19,0,0,268,0
Louisiana,22,0,0,1051,0
Ohio,39,12778,12778,792,59
Michigan,26,0,0,646,0
South Dakota,46,951,951,66,3
Arkansas,05,3908,3908,492,52
Delaware,10,0,0,44,0
Mississippi,28,5149,5149,982,22
New Mexico,35,3030,3030,68,12
North Dakota,38,499,499,53,8
Wyoming,56,203,203,19,0
Alaska,02,223,223,46,3
Maine,23,407,407,4,0
Alabama,01,13502,13502,1067,172
Idaho,16,1233,1233,192,7
Montana,30,378,378,110,15
West Virginia,54,0,0,138,0
