state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,16939,16939,1012,91
Illinois,17,0,0,3179,0
California,06,0,0,19855,0
Arizona,04,49602,49602,4495,998
Massachusetts,25,17556,17556,2098,0
Wisconsin,55,23536,23536,785,91
Texas,48,0,0,13344,0
Nebraska,31,5647,5647,421,15
Utah,49,12884,12884,549,81
Oregon,41,7426,7426,365,39
Florida,12,70767,70767,6904,461
New York,36,89995,89995,8846,0
Rhode Island,44,7844,7844,352,57
Georgia,13,47950,47950,5559,270
New Hampshire,33,989,989,249,7
North Carolina,37,0,0,3512,0
New Jersey,34,55355,55355,3328,164
Colorado,08,21146,21146,772,105
Maryland,24,30697,30697,1768,199
Nevada,32,0,0,1549,0
Tennessee,47,16422,16422,2514,78
Hawaii,15,2014,2014,84,9
Indiana,18,39242,39242,2151,197
Kentucky,21,15760,15760,1561,68
Minnesota,27,23767,23767,558,91
Oklahoma,40,20692,20692,1634,187
Pennsylvania,42,0,0,4169,0
South Carolina,45,17027,17027,2293,158
District of Columbia,11,0,0,255,0
Kansas,20,8041,8041,708,111
Missouri,29,0,0,2328,0
Vermont,50,0,0,46,0
Virginia,51,20544,20544,2972,139
Connecticut,09,12257,12257,1058,0
Iowa,19,0,0,450,0
Louisiana,22,0,0,1747,0
Ohio,39,44519,44519,3270,204
Michigan,26,0,0,1843,0
South Dakota,46,6159,6159,177,26
Arkansas,05,13130,13130,1142,75
Delaware,10,0,0,420,0
Mississippi,28,8546,8546,1128,0
New Mexico,35,11412,11412,624,72
North Dakota,38,3736,3736,53,4
Wyoming,56,1251,1251,75,3
Alaska,02,1184,1184,51,7
Maine,23,1309,1309,190,15
Alabama,01,40514,40514,2408,237
Idaho,16,6440,6440,286,34
Montana,30,4081,4081,138,32
West Virginia,54,0,0,638,0
