state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6763,6763,392,23
Illinois,17,0,0,1513,0
California,06,0,0,4869,0
Arizona,04,21405,21405,729,0
Massachusetts,25,12386,12386,320,22
Wisconsin,55,5878,5878,295,61
Texas,48,0,0,4144,0
Nebraska,31,2006,2006,161,12
Utah,49,3110,3110,145,17
Oregon,41,2149,2149,136,41
Florida,12,39311,39311,3623,369
New York,36,89995,89995,432,0
Rhode Island,44,2528,2528,81,9
Georgia,13,24847,24847,2488,243
New Hampshire,33,715,715,8,1
North Carolina,37,0,0,946,0
New Jersey,34,22667,22667,463,40
Colorado,08,7053,7053,236,25
Maryland,24,14337,14337,385,34
Nevada,32,0,0,643,0
Tennessee,47,6978,6978,1037,100
Hawaii,15,508,508,297,3
Indiana,18,11094,11094,848,51
Kentucky,21,4616,4616,552,36
Minnesota,27,6520,6520,294,40
Oklahoma,40,4903,4903,535,82
Pennsylvania,42,0,0,528,0
South Carolina,45,7870,7870,894,59
District of Columbia,11,0,0,71,0
Kansas,20,2304,2304,211,0
Missouri,29,0,0,906,0
Vermont,50,0,0,6,0
Virginia,51,9621,9621,1039,52
Connecticut,09,11180,11180,56,0
Iowa,19,0,0,311,0
Louisiana,22,0,0,910,0
Ohio,39,13479,13479,777,103
Michigan,26,0,0,629,0
South Dakota,46,1036,1036,78,7
Arkansas,05,4306,4306,423,93
Delaware,10,0,0,64,0
Mississippi,28,5326,5326,798,0
New Mexico,35,3151,3151,72,17
North Dakota,38,564,564,62,10
Wyoming,56,219,219,13,4
Alaska,02,246,246,41,5
Maine,23,421,421,9,1
Alabama,01,14538,14538,990,271
Idaho,16,1394,1394,162,25
Montana,30,447,447,140,11
West Virginia,54,0,0,141,0
