state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3845,3845,350,28
Illinois,17,0,0,1914,0
California,06,0,0,4247,0
Arizona,04,4148,4148,1457,33
Massachusetts,25,10802,10802,1039,30
Wisconsin,55,3049,3049,291,14
Texas,48,0,0,2287,0
Nebraska,31,1070,1070,156,3
Utah,49,1028,1028,178,16
Oregon,41,875,875,133,0
Florida,12,12224,12224,0,69
New York,36,89995,89995,1657,0
Rhode Island,44,1853,1853,141,0
Georgia,13,9248,9248,829,24
New Hampshire,33,513,513,70,10
North Carolina,37,0,0,798,0
New Jersey,34,18737,18737,1391,30
Colorado,08,5244,5244,276,0
Maryland,24,10165,10165,751,112
Nevada,32,0,0,332,0
Tennessee,47,2087,2087,588,14
Hawaii,15,89,89,0,2
Indiana,18,6419,6419,869,70
Kentucky,21,2433,2433,410,0
Minnesota,27,3610,3610,369,29
Oklahoma,40,1116,1116,149,5
Pennsylvania,42,0,0,852,0
South Carolina,45,1988,1988,521,0
District of Columbia,11,0,0,186,0
Kansas,20,973,973,0,0
Missouri,29,0,0,647,0
Vermont,50,0,0,26,0
Virginia,51,5536,5536,958,25
Connecticut,09,9912,9912,205,0
Iowa,19,0,0,203,0
Louisiana,22,0,0,556,0
Ohio,39,6895,6895,511,31
Michigan,26,0,0,636,0
South Dakota,46,539,539,87,8
Arkansas,05,998,998,204,19
Delaware,10,0,0,93,0
Mississippi,28,2665,2665,667,21
New Mexico,35,1625,1625,162,0
North Dakota,38,197,197,35,0
Wyoming,56,93,93,5,0
Alaska,02,57,57,11,1
Maine,23,314,314,29,1
Alabama,01,2255,2255,576,14
Idaho,16,266,266,22,1
Montana,30,77,77,6,0
West Virginia,54,0,0,30,0
