state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,0,0
Illinois,17,0,0,0,0
California,06,0,0,0,0
Arizona,04,303,303,0,39
Massachusetts,25,219,219,0,116
Wisconsin,55,0,0,0,0
Texas,48,0,0,0,0
Nebraska,31,0,0,0,0
Utah,49,0,0,0,0
Oregon,41,61,61,0,0
Florida,12,406,406,0,90
New York,36,6921,6921,5327,1795
Rhode Island,44,0,0,23,0
Georgia,13,473,473,0,79
New Hampshire,33,19,19,0,6
North Carolina,37,0,0,29,0
New Jersey,34,0,0,1080,0
Colorado,08,184,184,278,36
Maryland,24,132,132,0,132
Nevada,32,0,0,0,0
Tennessee,47,76,76,0,23
Hawaii,15,5,5,0,-1
Indiana,18,0,0,0,-1
Kentucky,21,0,0,0,0
Minnesota,27,41,41,31,6
Oklahoma,40,86,86,0,27
Pennsylvania,42,0,0,0,0
South Carolina,45,102,102,0,0
District of Columbia,11,0,0,0,0
Kansas,20,0,0,0,0
Missouri,29,0,0,0,0
Vermont,50,0,0,0,0
Virginia,51,59,59,0,14
Connecticut,09,0,0,125,0
Iowa,19,46,46,31,10
Louisiana,22,0,0,676,0
Ohio,39,223,223,0,41
Michigan,26,0,0,0,0
South Dakota,46,0,0,0,0
Arkansas,05,0,0,41,0
Delaware,10,0,0,13,0
Mississippi,28,150,150,0,33
New Mexico,35,0,0,0,0
North Dakota,38,10,10,0,2
Wyoming,56,0,0,0,0
Alaska,02,4,4,0,1
Maine,23,0,0,0,0
Alabama,01,0,0,106,0
Idaho,16,0,0,34,0
Montana,30,1,1,0,1
West Virginia,54,1,1,0,0
