state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,539,0
Illinois,17,0,0,4002,0
California,06,0,0,4363,0
Arizona,04,2800,2800,792,43
Massachusetts,25,8766,8766,2472,145
Wisconsin,55,2110,2110,398,42
Texas,48,0,0,1732,0
Nebraska,31,0,0,0,0
Utah,49,619,619,96,24
Oregon,41,708,708,137,5
Florida,12,8744,8744,0,191
New York,36,87169,87169,5818,268
Rhode Island,44,1464,1464,247,26
Georgia,13,7027,7027,986,111
New Hampshire,33,368,368,109,9
North Carolina,37,0,0,585,0
New Jersey,34,0,0,3481,0
Colorado,08,3955,3955,626,56
Maryland,24,7199,7199,1421,113
Nevada,32,0,0,405,0
Tennessee,47,1498,1498,615,9
Hawaii,15,82,82,0,0
Indiana,18,4389,4389,1268,0
Kentucky,21,1980,1980,447,84
Minnesota,27,2221,2221,545,93
Oklahoma,40,897,897,167,12
Pennsylvania,42,0,0,1861,0
South Carolina,45,1444,1444,0,23
District of Columbia,11,0,0,375,0
Kansas,20,740,740,0,0
Missouri,29,0,0,721,0
Vermont,50,0,0,24,0
Virginia,51,3904,3904,1497,82
Connecticut,09,10946,10946,914,0
Iowa,19,0,0,383,0
Louisiana,22,0,0,1004,0
Ohio,39,5117,5117,913,119
Michigan,26,0,0,1079,0
South Dakota,46,327,327,75,11
Arkansas,05,535,535,78,5
Delaware,10,0,0,236,0
Mississippi,28,1840,1840,611,35
New Mexico,35,886,886,204,0
North Dakota,38,135,135,32,2
Wyoming,56,73,73,8,0
Alaska,02,46,46,16,0
Maine,23,225,225,44,2
Alabama,01,1453,1453,489,37
Idaho,16,213,213,28,0
Montana,30,65,65,5,1
West Virginia,54,0,0,54,0
