state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,0,0
Illinois,17,0,0,0,0
California,06,0,0,1034,0
Arizona,04,386,386,0,43
Massachusetts,25,350,350,0,131
Wisconsin,55,0,0,0,0
Texas,48,0,0,0,0
Nebraska,31,0,0,0,0
Utah,49,0,0,0,0
Oregon,41,102,102,91,12
Florida,12,526,526,0,70
New York,36,10454,10454,7328,1722
Rhode Island,44,0,0,29,0
Georgia,13,617,617,0,51
New Hampshire,33,30,30,0,5
North Carolina,37,0,0,87,0
New Jersey,34,0,0,2000,0
Colorado,08,274,274,332,35
Maryland,24,226,226,0,53
Nevada,32,0,0,0,0
Tennessee,47,118,118,0,15
Hawaii,15,8,8,0,1
Indiana,18,0,0,0,0
Kentucky,21,0,0,0,0
Minnesota,27,57,57,30,6
Oklahoma,40,126,126,0,21
Pennsylvania,42,316,316,0,75
South Carolina,45,102,102,0,0
District of Columbia,11,0,0,0,0
Kansas,20,27,27,0,0
Missouri,29,0,0,0,0
Vermont,50,18,18,0,0
Virginia,51,83,83,0,18
Connecticut,09,0,0,205,0
Iowa,19,61,61,46,11
Louisiana,22,0,0,927,0
Ohio,39,344,344,0,68
Michigan,26,0,0,0,0
South Dakota,46,0,0,0,0
Arkansas,05,0,0,48,0
Delaware,10,0,0,31,0
Mississippi,28,219,219,0,34
New Mexico,35,0,0,19,0
North Dakota,38,16,16,0,3
Wyoming,56,14,14,0,3
Alaska,02,10,10,0,4
Maine,23,0,0,0,0
Alabama,01,0,0,134,0
Idaho,16,25,25,37,25
Montana,30,7,7,0,0
West Virginia,54,1,1,0,0
