state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,17129,17129,916,0
Illinois,17,0,0,2962,0
California,06,0,0,18347,0
Arizona,04,50483,50483,4229,219
Massachusetts,25,17556,17556,1955,0
Wisconsin,55,23748,23748,772,56
Texas,48,0,0,12785,0
Nebraska,31,5682,5682,392,4
Utah,49,13054,13054,528,38
Oregon,41,7469,7469,342,0
Florida,12,71387,71387,6899,168
New York,36,89995,89995,8730,0
Rhode Island,44,8006,8006,347,162
Georgia,13,48498,48498,5231,113
New Hampshire,33,1007,1007,230,7
North Carolina,37,0,0,3287,0
New Jersey,34,59438,59438,3238,69
Colorado,08,21263,21263,737,26
Maryland,24,31188,31188,1669,154
Nevada,32,0,0,1441,0
Tennessee,47,16560,16560,2196,56
Hawaii,15,2039,2039,89,25
Indiana,18,39609,39609,2045,104
Kentucky,21,15919,15919,1537,30
Minnesota,27,23932,23932,543,48
Oklahoma,40,21053,21053,1595,33
Pennsylvania,42,0,0,3887,0
South Carolina,45,17335,17335,2201,46
District of Columbia,11,0,0,248,0
Kansas,20,8117,8117,708,76
Missouri,29,0,0,2067,0
Vermont,50,0,0,56,0
Virginia,51,20764,20764,2892,52
Connecticut,09,12257,12257,1068,0
Iowa,19,0,0,383,0
Louisiana,22,0,0,1638,0
Ohio,39,44981,44981,3037,198
Michigan,26,0,0,1668,0
South Dakota,46,6201,6201,161,8
Arkansas,05,13312,13312,1084,45
Delaware,10,0,0,385,0
Mississippi,28,8647,8647,1028,101
New Mexico,35,11598,11598,435,75
North Dakota,38,3745,3745,50,4
Wyoming,56,1264,1264,66,5
Alaska,02,1185,1185,54,0
Maine,23,1342,1342,193,20
Alabama,01,41069,41069,2285,555
Idaho,16,6496,6496,252,15
Montana,30,4128,4128,129,3
West Virginia,54,0,0,597,0
