state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,9031,9031,537,228
Illinois,17,0,0,4742,0
California,06,0,0,3799,0
Arizona,04,22428,22428,1289,217
Massachusetts,25,13373,13373,618,0
Wisconsin,55,13230,13230,2070,291
Texas,48,0,0,6170,0
Nebraska,31,3321,3321,820,32
Utah,49,6284,6284,453,122
Oregon,41,3463,3463,318,85
Florida,12,51479,51479,3034,283
New York,36,89995,89995,1548,0
Rhode Island,44,3621,3621,218,37
Georgia,13,32631,32631,1938,148
New Hampshire,33,796,796,64,2
North Carolina,37,0,0,1230,0
New Jersey,34,38453,38453,1645,117
Colorado,08,10263,10263,1270,213
Maryland,24,17914,17914,761,81
Nevada,32,0,0,898,0
Tennessee,47,10813,10813,1815,81
Hawaii,15,1147,1147,72,-14
Indiana,18,19023,19023,2336,285
Kentucky,21,8403,8403,1189,129
Minnesota,27,11933,11933,1224,262
Oklahoma,40,9682,9682,1102,61
Pennsylvania,42,0,0,1938,0
South Carolina,45,10966,10966,784,82
District of Columbia,11,0,0,109,0
Kansas,20,4138,4138,500,0
Missouri,29,0,0,2055,0
Vermont,50,0,0,15,0
Virginia,51,13183,13183,1174,67
Connecticut,09,12257,12257,548,0
Iowa,19,0,0,1135,0
Louisiana,22,0,0,684,0
Ohio,39,21037,21037,2747,386
Michigan,26,0,0,2959,0
South Dakota,46,3277,3277,607,50
Arkansas,05,7579,7579,809,83
Delaware,10,0,0,127,0
Mississippi,28,6914,6914,737,0
New Mexico,35,5265,5265,425,61
North Dakota,38,1906,1906,383,0
Wyoming,56,542,542,178,22
Alaska,02,520,520,120,6
Maine,23,538,538,49,6
Alabama,01,21886,21886,1206,592
Idaho,16,2926,2926,288,37
Montana,30,1510,1510,487,18
West Virginia,54,0,0,280,0
