state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,10496,10496,990,254
Illinois,17,0,0,5775,0
California,06,0,0,7684,0
Arizona,04,25348,25348,2383,52
Massachusetts,25,14139,14139,1045,0
Wisconsin,55,16882,16882,1843,167
Texas,48,0,0,8597,0
Nebraska,31,4216,4216,931,24
Utah,49,8029,8029,581,81
Oregon,41,4343,4343,569,81
Florida,12,55277,55277,3918,128
New York,36,89995,89995,3287,0
Rhode Island,44,4530,4530,349,122
Georgia,13,34724,34724,2370,119
New Hampshire,33,837,837,133,1
North Carolina,37,0,0,1840,0
New Jersey,34,41118,41118,2830,136
Colorado,08,13369,13369,1852,82
Maryland,24,20713,20713,1446,201
Nevada,32,0,0,1460,0
Tennessee,47,12005,12005,2450,31
Hawaii,15,1287,1287,60,18
Indiana,18,25329,25329,3381,389
Kentucky,21,9981,9981,1722,74
Minnesota,27,16423,16423,1785,380
Oklahoma,40,12080,12080,1653,182
Pennsylvania,42,0,0,4253,0
South Carolina,45,11802,11802,879,8
District of Columbia,11,0,0,157,0
Kansas,20,5018,5018,802,0
Missouri,29,0,0,2813,0
Vermont,50,0,0,19,0
Virginia,51,14516,14516,1585,65
Connecticut,09,12257,12257,1017,0
Iowa,19,0,0,1221,0
Louisiana,22,0,0,1074,0
Ohio,39,26262,26262,4740,302
Michigan,26,0,0,4097,0
South Dakota,46,4400,4400,539,47
Arkansas,05,8819,8819,1010,40
Delaware,10,0,0,202,0
Mississippi,28,7294,7294,1058,0
New Mexico,35,6631,6631,854,89
North Dakota,38,2649,2649,345,29
Wyoming,56,748,748,225,28
Alaska,02,721,721,155,30
Maine,23,689,689,125,2
Alabama,01,24670,24670,1571,219
Idaho,16,3878,3878,470,61
Montana,30,2569,2569,461,43
West Virginia,54,0,0,540,0
