state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,14748,14748,1138,0
Illinois,17,0,0,3817,0
California,06,0,0,21510,0
Arizona,04,39728,39728,4557,289
Massachusetts,25,16098,16098,2291,0
Wisconsin,55,21529,21529,1018,80
Texas,48,0,0,12563,0
Nebraska,31,5270,5270,503,5
Utah,49,11159,11159,548,58
Oregon,41,6498,6498,524,0
Florida,12,64216,64216,6969,187
New York,36,89995,89995,7963,0
Rhode Island,44,6506,6506,426,0
Georgia,13,42483,42483,5304,56
New Hampshire,33,913,913,325,3
North Carolina,37,0,0,3576,0
New Jersey,34,48743,48743,3521,107
Colorado,08,18713,18713,991,35
Maryland,24,27196,27196,1709,145
Nevada,32,0,0,1871,0
Tennessee,47,14648,14648,3371,41
Hawaii,15,1775,1775,86,0
Indiana,18,35646,35646,2714,239
Kentucky,21,13739,13739,1677,53
Minnesota,27,22095,22095,895,111
Oklahoma,40,17441,17441,1910,194
Pennsylvania,42,0,0,5529,0
South Carolina,45,14727,14727,2072,141
District of Columbia,11,0,0,245,0
Kansas,20,6903,6903,825,0
Missouri,29,0,0,2701,0
Vermont,50,0,0,31,0
Virginia,51,18310,18310,2708,70
Connecticut,09,12257,12257,1056,0
Iowa,19,0,0,577,0
Louisiana,22,0,0,1833,0
Ohio,39,38798,38798,4237,165
Michigan,26,0,0,2758,0
South Dakota,46,5732,5732,262,30
Arkansas,05,11514,11514,1234,27
Delaware,10,0,0,421,0
Mississippi,28,8145,8145,1456,0
New Mexico,35,9906,9906,716,92
North Dakota,38,3570,3570,98,9
Wyoming,56,1114,1114,99,8
Alaska,02,1033,1033,87,3
Maine,23,1099,1099,180,8
Alabama,01,34373,34373,2885,0
Idaho,16,5687,5687,352,57
Montana,30,3631,3631,192,13
West Virginia,54,0,0,805,0
