state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,18071,18071,789,84
Illinois,17,0,0,2318,0
California,06,0,0,13672,0
Arizona,04,54309,54309,3167,218
Massachusetts,25,18402,18402,1503,0
Wisconsin,55,24734,24734,594,100
Texas,48,0,0,10259,0
Nebraska,31,5873,5873,285,11
Utah,49,13755,13755,433,58
Oregon,41,7926,7926,287,30
Florida,12,75062,75062,5428,341
New York,36,89995,89995,7937,0
Rhode Island,44,8468,8468,288,56
Georgia,13,51479,51479,4239,232
New Hampshire,33,1050,1050,198,2
North Carolina,37,0,0,2523,0
New Jersey,34,61333,61333,2825,161
Colorado,08,22258,22258,564,82
Maryland,24,32687,32687,1444,156
Nevada,32,0,0,1072,0
Tennessee,47,17564,17564,1558,95
Hawaii,15,2106,2106,64,3
Indiana,18,40891,40891,1446,117
Kentucky,21,17282,17282,1318,112
Minnesota,27,24617,24617,362,52
Oklahoma,40,22453,22453,951,136
Pennsylvania,42,0,0,3041,0
South Carolina,45,18561,18561,1637,99
District of Columbia,11,0,0,251,0
Kansas,20,8680,8680,526,102
Missouri,29,0,0,1682,0
Vermont,50,0,0,64,0
Virginia,51,21893,21893,2363,144
Connecticut,09,12257,12257,827,0
Iowa,19,0,0,348,0
Louisiana,22,0,0,1275,0
Ohio,39,47338,47338,2170,228
Michigan,26,0,0,1296,0
South Dakota,46,6346,6346,121,12
Arkansas,05,13902,13902,808,0
Delaware,10,0,0,290,0
Mississippi,28,8777,8777,858,0
New Mexico,35,12381,12381,396,61
North Dakota,38,3797,3797,33,0
Wyoming,56,1302,1302,44,2
Alaska,02,1219,1219,44,5
Maine,23,1431,1431,131,11
Alabama,01,43005,43005,1671,194
Idaho,16,6771,6771,203,22
Montana,30,4341,4341,102,14
West Virginia,54,0,0,384,0
