state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,18531,18531,704,15
Illinois,17,0,0,1910,0
California,06,0,0,10505,0
Arizona,04,55413,55413,2396,141
Massachusetts,25,18859,18859,1223,0
Wisconsin,55,25197,25197,461,55
Texas,48,0,0,8607,0
Nebraska,31,5936,5936,216,5
Utah,49,14103,14103,345,49
Oregon,41,8162,8162,236,55
Florida,12,76873,76873,4825,286
New York,36,89995,89995,7068,0
Rhode Island,44,8689,8689,222,32
Georgia,13,53111,53111,3362,258
New Hampshire,33,1071,1071,131,2
North Carolina,37,0,0,2151,0
New Jersey,34,62221,62221,2565,113
Colorado,08,22703,22703,470,48
Maryland,24,33629,33629,1225,121
Nevada,32,0,0,847,0
Tennessee,47,17969,17969,1332,49
Hawaii,15,2149,2149,40,2
Indiana,18,41459,41459,1178,81
Kentucky,21,17929,17929,1063,105
Minnesota,27,25047,25047,326,58
Oklahoma,40,23085,23085,806,65
Pennsylvania,42,0,0,2548,0
South Carolina,45,19205,19205,1375,119
District of Columbia,11,0,0,207,0
Kansas,20,8887,8887,348,47
Missouri,29,0,0,1466,0
Vermont,50,0,0,49,0
Virginia,51,22718,22718,2117,103
Connecticut,09,12257,12257,674,0
Iowa,19,0,0,249,0
Louisiana,22,0,0,1001,0
Ohio,39,48411,48411,1799,142
Michigan,26,0,0,1024,0
South Dakota,46,6425,6425,84,14
Arkansas,05,14278,14278,712,23
Delaware,10,0,0,247,0
Mississippi,28,8902,8902,659,0
New Mexico,35,12634,12634,365,75
North Dakota,38,3827,3827,39,0
Wyoming,56,1311,1311,44,2
Alaska,02,1230,1230,35,3
Maine,23,1469,1469,102,5
Alabama,01,44148,44148,1267,242
Idaho,16,6852,6852,176,14
Montana,30,4432,4432,100,18
West Virginia,54,0,0,348,0
