state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,9653,9653,844,31
Illinois,17,0,0,6111,0
California,06,0,0,5497,0
Arizona,04,24052,24052,1835,181
Massachusetts,25,13817,13817,904,0
Wisconsin,55,15526,15526,2076,190
Texas,48,0,0,8164,0
Nebraska,31,3859,3859,983,133
Utah,49,7350,7350,554,135
Oregon,41,3935,3935,497,47
Florida,12,53749,53749,3439,230
New York,36,89995,89995,2348,0
Rhode Island,44,4046,4046,288,33
Georgia,13,33897,33897,2139,119
New Hampshire,33,827,827,108,1
North Carolina,37,0,0,1571,0
New Jersey,34,39825,39825,2505,177
Colorado,08,12166,12166,1723,186
Maryland,24,19282,19282,1207,148
Nevada,32,0,0,1283,0
Tennessee,47,11502,11502,2260,80
Hawaii,15,1228,1228,77,9
Indiana,18,22512,22512,3077,352
Kentucky,21,9286,9286,1544,123
Minnesota,27,14462,14462,1784,291
Oklahoma,40,11020,11020,1428,184
Pennsylvania,42,0,0,3162,0
South Carolina,45,11455,11455,808,53
District of Columbia,11,0,0,126,0
Kansas,20,4682,4682,1048,121
Missouri,29,0,0,2734,0
Vermont,50,0,0,22,0
Virginia,51,13914,13914,1510,99
Connecticut,09,12257,12257,848,0
Iowa,19,0,0,1447,0
Louisiana,22,0,0,972,0
Ohio,39,23958,23958,3936,398
Michigan,26,0,0,3887,0
South Dakota,46,3993,3993,574,71
Arkansas,05,8353,8353,928,85
Delaware,10,0,0,170,0
Mississippi,28,7091,7091,965,0
New Mexico,35,6011,6011,808,46
North Dakota,38,2390,2390,395,52
Wyoming,56,653,653,219,24
Alaska,02,606,606,127,13
Maine,23,628,628,90,15
Alabama,01,23449,23449,1329,154
Idaho,16,3403,3403,389,91
Montana,30,2252,2252,506,31
West Virginia,54,0,0,402,0
