state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6595,6595,441,53
Illinois,17,0,0,1573,0
California,06,0,0,5537,0
Arizona,04,21376,21376,967,11
Massachusetts,25,12299,12299,356,20
Wisconsin,55,5651,5651,344,41
Texas,48,0,0,4806,0
Nebraska,31,1946,1946,168,16
Utah,49,2996,2996,130,27
Oregon,41,2038,2038,154,10
Florida,12,37847,37847,4405,370
New York,36,89995,89995,492,0
Rhode Island,44,2478,2478,80,4
Georgia,13,23939,23939,2227,222
New Hampshire,33,713,713,8,0
North Carolina,37,0,0,1004,0
New Jersey,34,22509,22509,425,41
Colorado,08,6902,6902,253,8
Maryland,24,14090,14090,432,39
Nevada,32,0,0,761,0
Tennessee,47,6603,6603,1070,88
Hawaii,15,419,419,270,0
Indiana,18,10605,10605,948,188
Kentucky,21,4446,4446,593,0
Minnesota,27,6274,6274,304,36
Oklahoma,40,4609,4609,533,82
Pennsylvania,42,0,0,537,0
South Carolina,45,7598,7598,1058,0
District of Columbia,11,0,0,77,0
Kansas,20,2226,2226,262,43
Missouri,29,0,0,882,0
Vermont,50,0,0,14,0
Virginia,51,9326,9326,1170,67
Connecticut,09,11087,11087,57,0
Iowa,19,0,0,313,0
Louisiana,22,0,0,914,0
Ohio,39,13043,13043,771,87
Michigan,26,0,0,637,0
South Dakota,46,981,981,58,7
Arkansas,05,4061,4061,435,48
Delaware,10,0,0,50,0
Mississippi,28,5234,5234,878,26
New Mexico,35,3074,3074,71,24
North Dakota,38,525,525,53,6
Wyoming,56,213,213,17,0
Alaska,02,235,235,44,2
Maine,23,412,412,8,2
Alabama,01,14005,14005,1077,212
Idaho,16,1285,1285,160,16
Montana,30,402,402,125,8
West Virginia,54,0,0,143,0
