state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,19211,19211,534,51
Illinois,17,0,0,1463,0
California,06,0,0,6520,0
Arizona,04,57390,57390,1385,234
Massachusetts,25,19444,19444,853,0
Wisconsin,55,25954,25954,355,61
Texas,48,0,0,6724,0
Nebraska,31,6082,6082,160,23
Utah,49,14597,14597,248,43
Oregon,41,8528,8528,191,32
Florida,12,79956,79956,3957,281
New York,36,89995,89995,5703,0
Rhode Island,44,8875,8875,163,25
Georgia,13,55604,55604,2583,210
New Hampshire,33,1106,1106,97,5
North Carolina,37,0,0,1498,0
New Jersey,34,63441,63441,2032,189
Colorado,08,23385,23385,412,36
Maryland,24,34759,34759,952,87
Nevada,32,0,0,532,0
Tennessee,47,18506,18506,1139,76
Hawaii,15,2209,2209,34,5
Indiana,18,42672,42672,889,37
Kentucky,21,18888,18888,843,29
Minnesota,27,25625,25625,265,46
Oklahoma,40,23813,23813,491,45
Pennsylvania,42,0,0,1962,0
South Carolina,45,20195,20195,939,78
District of Columbia,11,0,0,205,0
Kansas,20,9189,9189,214,0
Missouri,29,0,0,1202,0
Vermont,50,0,0,30,0
Virginia,51,23871,23871,1488,73
Connecticut,09,12257,12257,485,0
Iowa,19,0,0,227,0
Louisiana,22,0,0,679,0
Ohio,39,49951,49951,1262,163
Michigan,26,0,0,821,0
South Dakota,46,6589,6589,100,19
Arkansas,05,14649,14649,522,0
Delaware,10,0,0,164,0
Mississippi,28,9012,9012,534,0
New Mexico,35,13054,13054,245,30
North Dakota,38,3863,3863,25,3
Wyoming,56,1377,1377,20,3
Alaska,02,1271,1271,45,11
Maine,23,1521,1521,67,6
Alabama,01,45312,45312,722,62
Idaho,16,7044,7044,143,11
Montana,30,4567,4567,75,8
West Virginia,54,0,0,282,0
