state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6542,6542,421,12
Illinois,17,0,0,1549,0
California,06,0,0,5561,0
Arizona,04,21365,21365,999,146
Massachusetts,25,12279,12279,327,11
Wisconsin,55,5610,5610,354,37
Texas,48,0,0,4907,0
Nebraska,31,1930,1930,154,20
Utah,49,2969,2969,143,28
Oregon,41,2028,2028,143,44
Florida,12,37477,37477,4544,445
New York,36,89995,89995,488,0
Rhode Island,44,2474,2474,87,14
Georgia,13,23717,23717,2260,292
New Hampshire,33,713,713,8,1
North Carolina,37,0,0,1000,0
New Jersey,34,22468,22468,432,16
Colorado,08,6894,6894,243,49
Maryland,24,14051,14051,411,44
Nevada,32,0,0,772,0
Tennessee,47,6515,6515,1099,94
Hawaii,15,419,419,250,23
Indiana,18,10417,10417,987,74
Kentucky,21,4446,4446,593,47
Minnesota,27,6238,6238,312,43
Oklahoma,40,4527,4527,553,96
Pennsylvania,42,0,0,543,0
South Carolina,45,7598,7598,1025,159
District of Columbia,11,0,0,87,0
Kansas,20,2183,2183,189,0
Missouri,29,0,0,925,0
Vermont,50,0,0,13,0
Virginia,51,9259,9259,1174,52
Connecticut,09,11087,11087,59,0
Iowa,19,0,0,295,0
Louisiana,22,0,0,930,0
Ohio,39,12956,12956,783,97
Michigan,26,0,0,637,0
South Dakota,46,974,974,53,9
Arkansas,05,4013,4013,442,51
Delaware,10,0,0,40,0
Mississippi,28,5208,5208,920,29
New Mexico,35,3050,3050,64,9
North Dakota,38,519,519,50,14
Wyoming,56,213,213,18,2
Alaska,02,233,233,46,5
Maine,23,410,410,8,1
Alabama,01,13793,13793,1097,0
Idaho,16,1269,1269,160,13
Montana,30,394,394,119,11
West Virginia,54,0,0,139,0
