state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,5779,5779,525,35
Illinois,17,0,0,1552,0
California,06,0,0,7552,0
Arizona,04,13559,13559,1945,265
Massachusetts,25,11993,11993,396,20
Wisconsin,55,4826,4826,330,43
Texas,48,0,0,8455,0
Nebraska,31,1644,1644,151,0
Utah,49,2519,2519,220,37
Oregon,41,1688,1688,219,33
Florida,12,28956,28956,7615,623
New York,36,89995,89995,564,0
Rhode Island,44,2248,2248,79,6
Georgia,13,19788,19788,3077,362
New Hampshire,33,698,698,23,1
North Carolina,37,0,0,1167,0
New Jersey,34,21565,21565,784,0
Colorado,08,6536,6536,320,20
Maryland,24,12922,12922,555,34
Nevada,32,0,0,1148,0
Tennessee,47,5001,5001,1448,101
Hawaii,15,208,208,83,7
Indiana,18,9148,9148,923,0
Kentucky,21,3903,3903,620,52
Minnesota,27,5373,5373,305,27
Oklahoma,40,3445,3445,645,70
Pennsylvania,42,0,0,639,0
South Carolina,45,5799,5799,1469,0
District of Columbia,11,0,0,97,0
Kansas,20,1821,1821,358,39
Missouri,29,0,0,882,0
Vermont,50,0,0,9,0
Virginia,51,8126,8126,1304,41
Connecticut,09,10807,10807,59,0
Iowa,19,0,0,248,0
Louisiana,22,0,0,1471,0
Ohio,39,11231,11231,1004,112
Michigan,26,0,0,694,0
South Dakota,46,856,856,43,10
Arkansas,05,3118,3118,516,64
Delaware,10,0,0,47,0
Mississippi,28,4472,4472,1179,48
New Mexico,35,2781,2781,138,28
North Dakota,38,394,394,42,5
Wyoming,56,169,169,16,0
Alaska,02,161,161,38,3
Maine,23,390,390,10,2
Alabama,01,11100,11100,1572,0
Idaho,16,906,906,195,20
Montana,30,248,248,79,10
West Virginia,54,0,0,115,0
