state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7786,7786,373,24
Illinois,17,0,0,1776,0
California,06,0,0,3103,0
Arizona,04,20253,20253,630,24
Massachusetts,25,12871,12871,511,10
Wisconsin,55,8398,8398,872,79
Texas,48,0,0,3622,0
Nebraska,31,2526,2526,305,27
Utah,49,4306,4306,274,31
Oregon,41,2741,2741,212,0
Florida,12,46450,46450,2123,249
New York,36,89995,89995,820,0
Rhode Island,44,2950,2950,125,16
Georgia,13,29635,29635,1619,24
New Hampshire,33,750,750,21,0
North Carolina,37,0,0,1046,0
New Jersey,34,23894,23894,619,26
Colorado,08,7893,7893,383,14
Maryland,24,16058,16058,393,52
Nevada,32,0,0,519,0
Tennessee,47,9215,9215,1124,35
Hawaii,15,929,929,103,18
Indiana,18,13860,13860,1232,104
Kentucky,21,6094,6094,652,0
Minnesota,27,8354,8354,471,52
Oklahoma,40,7238,7238,758,20
Pennsylvania,42,0,0,706,0
South Carolina,45,9578,9578,685,17
District of Columbia,11,0,0,86,0
Kansas,20,3185,3185,469,0
Missouri,29,0,0,1313,0
Vermont,50,0,0,0,0
Virginia,51,11519,11519,924,18
Connecticut,09,11845,11845,134,0
Iowa,19,0,0,438,0
Louisiana,22,0,0,563,0
Ohio,39,16399,16399,887,44
Michigan,26,0,0,862,0
South Dakota,46,1866,1866,266,37
Arkansas,05,5910,5910,566,10
Delaware,10,0,0,108,0
Mississippi,28,6053,6053,600,0
New Mexico,35,3710,3710,120,6
North Dakota,38,1076,1076,231,14
Wyoming,56,323,323,54,0
Alaska,02,345,345,57,4
Maine,23,463,463,7,1
Alabama,01,18179,18179,812,0
Idaho,16,2031,2031,192,18
Montana,30,892,892,286,7
West Virginia,54,0,0,173,0
