state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,508,0
Illinois,17,0,0,4595,0
California,06,0,0,4928,0
Arizona,04,1716,1716,671,44
Massachusetts,25,5104,5104,3879,139
Wisconsin,55,1397,1397,343,21
Texas,48,0,0,1542,0
Nebraska,31,0,0,0,0
Utah,49,345,345,0,16
Oregon,41,536,536,261,16
Florida,12,5155,5155,0,110
New York,36,73540,73540,12839,1096
Rhode Island,44,691,691,258,115
Georgia,13,4359,4359,0,33
New Hampshire,33,238,238,95,14
North Carolina,37,0,0,451,0
New Jersey,34,0,0,6573,0
Colorado,08,2438,2438,1007,28
Maryland,24,3962,3962,1463,202
Nevada,32,0,0,0,0
Tennessee,47,828,828,568,7
Hawaii,15,68,68,0,1
Indiana,18,0,0,1446,0
Kentucky,21,1266,1266,301,123
Minnesota,27,829,829,285,32
Oklahoma,40,653,653,306,16
Pennsylvania,42,0,0,2736,0
South Carolina,45,944,944,0,0
District of Columbia,11,0,0,402,0
Kansas,20,485,485,0,11
Missouri,29,0,0,679,0
Vermont,50,0,0,34,0
Virginia,51,1942,1942,1436,105
Connecticut,09,0,0,1766,0
Iowa,19,0,0,286,0
Louisiana,22,0,0,1701,0
Ohio,39,3178,3178,0,63
Michigan,26,0,0,2757,0
South Dakota,46,135,135,64,7
Arkansas,05,291,291,104,0
Delaware,10,0,0,317,0
Mississippi,28,1001,1001,644,5
New Mexico,35,412,412,148,0
North Dakota,38,71,71,18,1
Wyoming,56,54,54,16,0
Alaska,02,37,37,14,0
Maine,23,159,159,39,3
Alabama,01,845,845,384,6
Idaho,16,169,169,38,1
Montana,30,61,61,11,0
West Virginia,54,0,0,100,0
