state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,18764,18764,704,121
Illinois,17,0,0,1719,0
California,06,0,0,8855,0
Arizona,04,55983,55983,1941,118
Massachusetts,25,19176,19176,1088,317
Wisconsin,55,25498,25498,385,76
Texas,48,0,0,7609,0
Nebraska,31,5981,5981,185,17
Utah,49,14294,14294,290,55
Oregon,41,8298,8298,231,113
Florida,12,77994,77994,4465,308
New York,36,89995,89995,6574,0
Rhode Island,44,8811,8811,193,25
Georgia,13,53880,53880,3176,222
New Hampshire,33,1083,1083,126,3
North Carolina,37,0,0,1954,0
New Jersey,34,62718,62718,2370,127
Colorado,08,22922,22922,482,85
Maryland,24,34078,34078,1096,98
Nevada,32,0,0,740,0
Tennessee,47,18120,18120,1245,57
Hawaii,15,2174,2174,39,0
Indiana,18,42086,42086,955,246
Kentucky,21,18289,18289,934,106
Minnesota,27,25287,25287,314,44
Oklahoma,40,23392,23392,711,122
Pennsylvania,42,0,0,2174,0
South Carolina,45,19572,19572,1205,120
District of Columbia,11,0,0,206,0
Kansas,20,9002,9002,300,79
Missouri,29,0,0,1279,0
Vermont,50,0,0,46,0
Virginia,51,23179,23179,1823,137
Connecticut,09,12257,12257,584,0
Iowa,19,0,0,235,0
Louisiana,22,0,0,849,0
Ohio,39,48888,48888,1539,149
Michigan,26,0,0,929,0
South Dakota,46,6466,6466,94,5
Arkansas,05,14392,14392,638,0
Delaware,10,0,0,195,0
Mississippi,28,8978,8978,587,0
New Mexico,35,12790,12790,280,33
North Dakota,38,3850,3850,43,5
Wyoming,56,1363,1363,32,2
Alaska,02,1238,1238,32,5
Maine,23,1490,1490,91,3
Alabama,01,44541,44541,1030,0
Idaho,16,6933,6933,177,43
Montana,30,4477,4477,91,16
West Virginia,54,0,0,320,0
