state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,19500,19500,413,34
Illinois,17,0,0,1166,0
California,06,0,0,4714,0
Arizona,04,57819,57819,1043,72
Massachusetts,25,19713,19713,716,0
Wisconsin,55,26387,26387,260,57
Texas,48,0,0,5065,0
Nebraska,31,6226,6226,143,69
Utah,49,14841,14841,238,58
Oregon,41,8699,8699,154,17
Florida,12,81902,81902,3419,302
New York,36,89995,89995,5034,0
Rhode Island,44,9020,9020,141,18
Georgia,13,56627,56627,2099,115
New Hampshire,33,1126,1126,90,-1
North Carolina,37,0,0,1226,0
New Jersey,34,65254,65254,1881,1117
Colorado,08,23863,23863,356,72
Maryland,24,35378,35378,849,74
Nevada,32,0,0,393,0
Tennessee,47,18837,18837,939,58
Hawaii,15,2225,2225,28,0
Indiana,18,43104,43104,730,60
Kentucky,21,19380,19380,606,16
Minnesota,27,25938,25938,224,42
Oklahoma,40,24157,24157,366,54
Pennsylvania,42,0,0,1587,0
South Carolina,45,20605,20605,664,63
District of Columbia,11,0,0,160,0
Kansas,20,9387,9387,235,32
Missouri,29,0,0,1019,0
Vermont,50,0,0,26,0
Virginia,51,24514,24514,1222,100
Connecticut,09,12257,12257,428,0
Iowa,19,0,0,176,0
Louisiana,22,0,0,538,0
Ohio,39,50782,50782,919,87
Michigan,26,0,0,866,0
South Dakota,46,6681,6681,74,17
Arkansas,05,14903,14903,359,27
Delaware,10,0,0,127,0
Mississippi,28,9162,9162,445,0
New Mexico,35,13229,13229,183,14
North Dakota,38,3875,3875,22,0
Wyoming,56,1391,1391,21,2
Alaska,02,1293,1293,33,3
Maine,23,1560,1560,74,11
Alabama,01,45976,45976,526,169
Idaho,16,7164,7164,139,20
Montana,30,4610,4610,67,2
West Virginia,54,0,0,200,0
