state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7081,7081,371,33
Illinois,17,0,0,1422,0
California,06,0,0,3741,0
Arizona,04,21773,21773,525,0
Massachusetts,25,12431,12431,313,5
Wisconsin,55,6332,6332,313,23
Texas,48,0,0,3319,0
Nebraska,31,2137,2137,163,6
Utah,49,3326,3326,178,15
Oregon,41,2235,2235,161,0
Florida,12,41769,41769,2631,82
New York,36,89995,89995,464,0
Rhode Island,44,2644,2644,80,5
Georgia,13,26369,26369,2138,42
New Hampshire,33,721,721,7,0
North Carolina,37,0,0,831,0
New Jersey,34,22963,22963,444,13
Colorado,08,7227,7227,228,4
Maryland,24,14851,14851,351,55
Nevada,32,0,0,476,0
Tennessee,47,7710,7710,820,31
Hawaii,15,635,635,220,13
Indiana,18,11749,11749,731,39
Kentucky,21,4886,4886,587,0
Minnesota,27,6931,6931,241,32
Oklahoma,40,5451,5451,499,27
Pennsylvania,42,0,0,463,0
South Carolina,45,8426,8426,752,24
District of Columbia,11,0,0,88,0
Kansas,20,2537,2537,140,0
Missouri,29,0,0,971,0
Vermont,50,0,0,1,0
Virginia,51,10244,10244,1012,26
Connecticut,09,11357,11357,51,0
Iowa,19,0,0,274,0
Louisiana,22,0,0,680,0
Ohio,39,14314,14314,635,30
Michigan,26,0,0,627,0
South Dakota,46,1165,1165,110,13
Arkansas,05,4719,4719,381,41
Delaware,10,0,0,68,0
Mississippi,28,5410,5410,542,0
New Mexico,35,3267,3267,59,4
North Dakota,38,643,643,62,9
Wyoming,56,228,228,12,-59
Alaska,02,272,272,35,1
Maine,23,431,431,11,0
Alabama,01,15527,15527,790,0
Idaho,16,1596,1596,165,27
Montana,30,525,525,145,4
West Virginia,54,0,0,147,0
