state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,558,0
Illinois,17,0,0,4120,0
California,06,0,0,4391,0
Arizona,04,2757,2757,820,54
Massachusetts,25,8621,8621,2533,82
Wisconsin,55,2068,2068,379,30
Texas,48,0,0,1551,0
Nebraska,31,0,0,0,0
Utah,49,595,595,179,9
Oregon,41,703,703,156,4
Florida,12,8553,8553,0,75
New York,36,86901,86901,5840,326
Rhode Island,44,1438,1438,236,20
Georgia,13,6916,6916,1025,126
New Hampshire,33,359,359,114,12
North Carolina,37,0,0,511,0
New Jersey,34,0,0,3509,0
Colorado,08,3899,3899,626,27
Maryland,24,7086,7086,1447,93
Nevada,32,0,0,423,0
Tennessee,47,1489,1489,638,7
Hawaii,15,82,82,0,0
Indiana,18,4389,4389,1244,0
Kentucky,21,1896,1896,381,0
Minnesota,27,2128,2128,488,38
Oklahoma,40,885,885,76,5
Pennsylvania,42,0,0,1885,0
South Carolina,45,1421,1421,0,0
District of Columbia,11,0,0,374,0
Kansas,20,740,740,0,16
Missouri,29,0,0,570,0
Vermont,50,0,0,22,0
Virginia,51,3822,3822,1502,47
Connecticut,09,10946,10946,920,0
Iowa,19,0,0,382,0
Louisiana,22,0,0,1031,0
Ohio,39,4998,4998,912,77
Michigan,26,0,0,1075,0
South Dakota,46,316,316,77,4
Arkansas,05,530,530,77,10
Delaware,10,0,0,240,0
Mississippi,28,1805,1805,559,32
New Mexico,35,886,886,213,0
North Dakota,38,133,133,32,3
Wyoming,56,73,73,8,3
Alaska,02,46,46,9,0
Maine,23,223,223,42,7
Alabama,01,1416,1416,536,24
Idaho,16,213,213,30,0
Montana,30,64,64,4,1
West Virginia,54,0,0,48,0
