state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,8791,8791,510,7
Illinois,17,0,0,4250,0
California,06,0,0,3456,0
Arizona,04,22170,22170,1139,152
Massachusetts,25,13373,13373,535,0
Wisconsin,55,12727,12727,1806,173
Texas,48,0,0,6068,0
Nebraska,31,3246,3246,748,45
Utah,49,6020,6020,420,98
Oregon,41,3378,3378,266,44
Florida,12,51029,51029,2672,161
New York,36,89995,89995,1381,0
Rhode Island,44,3558,3558,210,70
Georgia,13,32435,32435,1859,118
New Hampshire,33,791,791,49,1
North Carolina,37,0,0,1196,0
New Jersey,34,38250,38250,1392,72
Colorado,08,9997,9997,1087,86
Maryland,24,17627,17627,632,90
Nevada,32,0,0,826,0
Tennessee,47,10645,10645,1687,27
Hawaii,15,1147,1147,69,9
Indiana,18,18273,18273,2036,268
Kentucky,21,7844,7844,1153,136
Minnesota,27,11394,11394,1038,201
Oklahoma,40,9438,9438,1045,0
Pennsylvania,42,0,0,1687,0
South Carolina,45,10834,10834,740,58
District of Columbia,11,0,0,77,0
Kansas,20,4067,4067,693,0
Missouri,29,0,0,1926,0
Vermont,50,0,0,4,0
Virginia,51,13022,13022,1062,86
Connecticut,09,12257,12257,402,0
Iowa,19,0,0,901,0
Louisiana,22,0,0,644,0
Ohio,39,20395,20395,2188,149
Michigan,26,0,0,2425,0
South Dakota,46,3108,3108,515,85
Arkansas,05,7415,7415,633,14
Delaware,10,0,0,115,0
Mississippi,28,6728,6728,710,0
New Mexico,35,5091,5091,441,71
North Dakota,38,1858,1858,374,41
Wyoming,56,505,505,147,6
Alaska,02,499,499,105,8
Maine,23,523,523,42,10
Alabama,01,21294,21294,1015,0
Idaho,16,2825,2825,320,37
Montana,30,1465,1465,446,18
West Virginia,54,0,0,287,0
