state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,335,0
Illinois,17,0,0,4293,0
California,06,0,0,4555,0
Arizona,04,2421,2421,713,35
Massachusetts,25,7617,7617,3128,66
Wisconsin,55,1820,1820,332,14
Texas,48,0,0,1626,0
Nebraska,31,0,0,0,0
Utah,49,512,512,144,14
Oregon,41,662,662,139,3
Florida,12,7404,7404,0,79
New York,36,83761,83761,7262,476
Rhode Island,44,1251,1251,283,33
Georgia,13,5997,5997,1144,10
New Hampshire,33,313,313,107,4
North Carolina,37,0,0,442,0
New Jersey,34,0,0,4308,0
Colorado,08,3631,3631,573,8
Maryland,24,5955,5955,1640,23
Nevada,32,0,0,444,0
Tennessee,47,1325,1325,484,6
Hawaii,15,81,81,0,0
Indiana,18,4389,4389,1328,0
Kentucky,21,1757,1757,394,61
Minnesota,27,1657,1657,434,45
Oklahoma,40,826,826,177,4
Pennsylvania,42,0,0,2230,0
South Carolina,45,1252,1252,0,0
District of Columbia,11,0,0,447,0
Kansas,20,657,657,0,22
Missouri,29,0,0,824,0
Vermont,50,0,0,21,0
Virginia,51,3211,3211,1555,47
Connecticut,09,9389,9389,1242,0
Iowa,19,0,0,413,0
Louisiana,22,0,0,1324,0
Ohio,39,4351,4351,962,51
Michigan,26,0,0,1437,0
South Dakota,46,261,261,77,8
Arkansas,05,471,471,64,0
Delaware,10,0,0,285,0
Mississippi,28,1531,1531,645,19
New Mexico,35,789,789,194,0
North Dakota,38,110,110,29,0
Wyoming,56,65,65,12,1
Alaska,02,41,41,8,0
Maine,23,199,199,36,1
Alabama,01,1240,1240,424,12
Idaho,16,207,207,25,1
Montana,30,62,62,4,0
West Virginia,54,0,0,49,0
