state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,0,0
Illinois,17,0,0,0,0
California,06,0,0,2188,0
Arizona,04,667,667,0,51
Massachusetts,25,966,966,0,153
Wisconsin,55,487,487,257,26
Texas,48,0,0,196,0
Nebraska,31,0,0,0,0
Utah,49,106,106,0,6
Oregon,41,188,188,134,34
Florida,12,1287,1287,0,164
New York,36,26210,26210,14810,3424
Rhode Island,44,0,0,77,0
Georgia,13,1158,1158,0,102
New Hampshire,33,73,73,0,15
North Carolina,37,0,0,184,0
New Jersey,34,0,0,3016,0
Colorado,08,823,823,777,113
Maryland,24,664,664,0,82
Nevada,32,0,0,0,0
Tennessee,47,293,293,625,30
Hawaii,15,15,15,0,0
Indiana,18,0,0,0,0
Kentucky,21,0,0,0,0
Minnesota,27,156,156,86,18
Oklahoma,40,289,289,171,32
Pennsylvania,42,852,852,0,122
South Carolina,45,241,241,0,0
District of Columbia,11,0,0,0,0
Kansas,20,151,151,0,13
Missouri,29,0,0,0,0
Vermont,50,45,45,29,0
Virginia,51,246,246,0,38
Connecticut,09,0,0,909,0
Iowa,19,138,138,80,18
Louisiana,22,0,0,1707,0
Ohio,39,895,895,0,93
Michigan,26,0,0,0,0
South Dakota,46,17,17,0,0
Arkansas,05,105,105,71,5
Delaware,10,0,0,63,0
Mississippi,28,420,420,0,60
New Mexico,35,0,0,41,0
North Dakota,38,29,29,0,1
Wyoming,56,21,21,0,2
Alaska,02,17,17,0,1
Maine,23,75,75,0,7
Alabama,01,0,0,238,0
Idaho,16,56,56,45,7
Montana,30,24,24,0,4
West Virginia,54,1,1,0,0
