state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,292,0
Illinois,17,0,0,4780,0
California,06,0,0,4622,0
Arizona,04,2192,2192,728,57
Massachusetts,25,6831,6831,3542,209
Wisconsin,55,1663,1663,309,42
Texas,48,0,0,1888,0
Nebraska,31,0,0,0,0
Utah,49,456,456,0,15
Oregon,41,608,608,207,10
Florida,12,6546,6546,0,217
New York,36,80918,80918,9600,542
Rhode Island,44,1092,1092,327,31
Georgia,13,5634,5634,1343,108
New Hampshire,33,286,286,111,0
North Carolina,37,0,0,534,0
New Jersey,34,0,0,5328,0
Colorado,08,2919,2919,792,81
Maryland,24,5337,5337,1693,138
Nevada,32,0,0,0,0
Tennessee,47,1156,1156,520,13
Hawaii,15,73,73,0,0
Indiana,18,0,0,1537,0
Kentucky,21,1529,1529,333,10
Minnesota,27,1350,1350,434,79
Oklahoma,40,773,773,236,20
Pennsylvania,42,0,0,2580,0
South Carolina,45,1110,1110,0,0
District of Columbia,11,0,0,447,0
Kansas,20,566,566,0,13
Missouri,29,0,0,893,0
Vermont,50,0,0,33,0
Virginia,51,2700,2700,1496,73
Connecticut,09,7758,7758,1500,0
Iowa,19,0,0,407,0
Louisiana,22,0,0,1512,0
Ohio,39,3956,3956,1069,147
Michigan,26,0,0,1948,0
South Dakota,46,220,220,75,9
Arkansas,05,453,453,89,15
Delaware,10,0,0,284,0
Mississippi,28,1352,1352,645,36
New Mexico,35,687,687,178,20
North Dakota,38,95,95,31,1
Wyoming,56,60,60,13,0
Alaska,02,40,40,13,1
Maine,23,187,187,36,1
Alabama,01,1107,1107,522,43
Idaho,16,201,201,27,1
Montana,30,62,62,6,0
West Virginia,54,0,0,64,0
