state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6795,6795,408,8
Illinois,17,0,0,1620,0
California,06,0,0,4571,0
Arizona,04,21474,21474,745,25
Massachusetts,25,12325,12325,312,30
Wisconsin,55,5946,5946,293,30
Texas,48,0,0,4075,0
Nebraska,31,2027,2027,172,13
Utah,49,3153,3153,137,19
Oregon,41,2167,2167,139,5
Florida,12,39884,39884,3438,273
New York,36,89995,89995,430,0
Rhode Island,44,2540,2540,68,-2
Georgia,13,25259,25259,2365,234
New Hampshire,33,715,715,10,0
North Carolina,37,0,0,858,0
New Jersey,34,22738,22738,504,31
Colorado,08,7104,7104,211,14
Maryland,24,14427,14427,382,76
Nevada,32,0,0,631,0
Tennessee,47,7125,7125,1056,64
Hawaii,15,552,552,276,20
Indiana,18,11196,11196,856,53
Kentucky,21,4684,4684,568,32
Minnesota,27,6592,6592,272,26
Oklahoma,40,5013,5013,540,52
Pennsylvania,42,0,0,530,0
South Carolina,45,8006,8006,911,58
District of Columbia,11,0,0,76,0
Kansas,20,2361,2361,336,0
Missouri,29,0,0,934,0
Vermont,50,0,0,3,0
Virginia,51,9741,9741,1130,63
Connecticut,09,11275,11275,65,95
Iowa,19,0,0,323,0
Louisiana,22,0,0,851,0
Ohio,39,13663,13663,742,89
Michigan,26,0,0,616,0
South Dakota,46,1052,1052,76,9
Arkansas,05,4386,4386,425,45
Delaware,10,0,0,60,0
Mississippi,28,5326,5326,812,0
New Mexico,35,3169,3169,75,10
North Dakota,38,583,583,51,8
Wyoming,56,223,223,15,2
Alaska,02,252,252,43,5
Maine,23,424,424,9,1
Alabama,01,14801,14801,872,48
Idaho,16,1435,1435,171,41
Montana,30,472,472,151,11
West Virginia,54,0,0,145,0
