state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3256,3256,560,26
Illinois,17,0,0,3667,0
California,06,0,0,4300,0
Arizona,04,3026,3026,804,42
Massachusetts,25,9308,9308,2169,48
Wisconsin,55,2315,2315,399,23
Texas,48,0,0,1572,0
Nebraska,31,0,0,0,0
Utah,49,688,688,128,12
Oregon,41,740,740,102,3
Florida,12,9638,9638,0,71
New York,36,88324,88324,4393,241
Rhode Island,44,1580,1580,240,23
Georgia,13,7439,7439,848,28
New Hampshire,33,419,419,93,0
North Carolina,37,0,0,587,0
New Jersey,34,0,0,2857,0
Colorado,08,4119,4119,560,14
Maryland,24,7939,7939,1290,114
Nevada,32,0,0,373,0
Tennessee,47,1583,1583,526,10
Hawaii,15,84,84,0,0
Indiana,18,5285,5285,1112,0
Kentucky,21,2131,2131,484,55
Minnesota,27,2588,2588,553,54
Oklahoma,40,938,938,174,12
Pennsylvania,42,0,0,1533,0
South Carolina,45,1534,1534,461,0
District of Columbia,11,0,0,324,0
Kansas,20,787,787,0,0
Missouri,29,0,0,742,0
Vermont,50,0,0,25,0
Virginia,51,4214,4214,1351,33
Connecticut,09,12538,12538,701,0
Iowa,19,0,0,363,0
Louisiana,22,0,0,813,0
Ohio,39,5476,5476,864,39
Michigan,26,0,0,953,0
South Dakota,46,364,364,85,6
Arkansas,05,598,598,86,8
Delaware,10,0,0,211,0
Mississippi,28,2023,2023,512,27
New Mexico,35,1243,1243,213,104
North Dakota,38,152,152,40,2
Wyoming,56,78,78,10,1
Alaska,02,49,49,10,0
Maine,23,252,252,59,9
Alabama,01,1612,1612,440,23
Idaho,16,225,225,23,0
Montana,30,65,65,3,0
West Virginia,54,0,0,23,0
