state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,4544,4544,407,62
Illinois,17,0,0,1385,0
California,06,0,0,7499,0
Arizona,04,5272,5272,3356,84
Massachusetts,25,11489,11489,621,20
Wisconsin,55,3639,3639,254,37
Texas,48,0,0,9286,0
Nebraska,31,1369,1369,109,0
Utah,49,1653,1653,248,49
Oregon,41,1125,1125,183,56
Florida,12,16733,16733,0,381
New York,36,89995,89995,836,0
Rhode Island,44,2036,2036,55,17
Georgia,13,12226,12226,2096,307
New Hampshire,33,574,574,25,4
North Carolina,37,0,0,989,0
New Jersey,34,20246,20246,903,9
Colorado,08,5741,5741,335,150
Maryland,24,11111,11111,404,15
Nevada,32,0,0,849,0
Tennessee,47,2950,2950,1112,53
Hawaii,15,119,119,0,1
Indiana,18,7333,7333,655,48
Kentucky,21,2708,2708,421,9
Minnesota,27,4252,4252,267,33
Oklahoma,40,1741,1741,426,52
Pennsylvania,42,0,0,637,0
South Carolina,45,3090,3090,1324,208
District of Columbia,11,0,0,90,0
Kansas,20,1235,1235,0,0
Missouri,29,0,0,676,0
Vermont,50,0,0,13,0
Virginia,51,6512,6512,902,77
Connecticut,09,10411,10411,83,0
Iowa,19,0,0,165,0
Louisiana,22,0,0,1025,0
Ohio,39,8383,8383,849,134
Michigan,26,0,0,505,0
South Dakota,46,699,699,64,7
Arkansas,05,1604,1604,369,29
Delaware,10,0,0,56,0
Mississippi,28,3315,3315,885,35
New Mexico,35,2056,2056,133,23
North Dakota,38,248,248,24,3
Wyoming,56,119,119,10,0
Alaska,02,80,80,25,2
Maine,23,360,360,22,1
Alabama,01,2961,2961,1078,47
Idaho,16,387,387,105,18
Montana,30,117,117,22,5
West Virginia,54,0,0,41,0
