state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,17129,17129,916,92
Illinois,17,0,0,2994,0
California,06,0,0,18638,0
Arizona,04,50264,50264,4320,301
Massachusetts,25,17556,17556,1946,0
Wisconsin,55,23692,23692,761,67
Texas,48,0,0,12899,0
Nebraska,31,5678,5678,390,8
Utah,49,13016,13016,523,68
Oregon,41,7469,7469,342,0
Florida,12,71219,71219,6727,182
New York,36,89995,89995,8613,0
Rhode Island,44,7844,7844,352,0
Georgia,13,48385,48385,5293,115
New Hampshire,33,1000,1000,239,8
North Carolina,37,0,0,3303,0
New Jersey,34,59369,59369,3186,105
Colorado,08,21237,21237,737,18
Maryland,24,31034,31034,1668,168
Nevada,32,0,0,1499,0
Tennessee,47,16504,16504,2269,23
Hawaii,15,2014,2014,84,0
Indiana,18,39505,39505,2118,109
Kentucky,21,15889,15889,1540,34
Minnesota,27,23884,23884,543,19
Oklahoma,40,21020,21020,1595,171
Pennsylvania,42,0,0,3910,0
South Carolina,45,17289,17289,2189,125
District of Columbia,11,0,0,254,0
Kansas,20,8041,8041,708,0
Missouri,29,0,0,2158,0
Vermont,50,0,0,51,0
Virginia,51,20712,20712,2850,58
Connecticut,09,12257,12257,1058,0
Iowa,19,0,0,382,0
Louisiana,22,0,0,1641,0
Ohio,39,44783,44783,2993,98
Michigan,26,0,0,1843,0
South Dakota,46,6193,6193,162,16
Arkansas,05,13267,13267,1080,17
Delaware,10,0,0,388,0
Mississippi,28,8546,8546,1102,0
New Mexico,35,11523,11523,435,66
North Dakota,38,3741,3741,49,2
Wyoming,56,1259,1259,65,8
Alaska,02,1185,1185,57,1
Maine,23,1322,1322,189,0
Alabama,01,40514,40514,2254,0
Idaho,16,6481,6481,252,17
Montana,30,4125,4125,135,13
West Virginia,54,0,0,607,0
