state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3938,3938,373,23
Illinois,17,0,0,1878,0
California,06,0,0,4584,0
Arizona,04,4241,4241,1667,17
Massachusetts,25,10985,10985,968,60
Wisconsin,55,3160,3160,241,32
Texas,48,0,0,2947,0
Nebraska,31,1141,1141,156,25
Utah,49,1120,1120,282,18
Oregon,41,929,929,158,17
Florida,12,12862,12862,0,189
New York,36,89995,89995,1358,0
Rhode Island,44,1911,1911,126,13
Georgia,13,9663,9663,921,120
New Hampshire,33,531,531,56,10
North Carolina,37,0,0,857,0
New Jersey,34,19010,19010,1258,0
Colorado,08,5308,5308,270,14
Maryland,24,10357,10357,660,48
Nevada,32,0,0,357,0
Tennessee,47,2209,2209,617,29
Hawaii,15,95,95,0,3
Indiana,18,6589,6589,754,63
Kentucky,21,2482,2482,400,27
Minnesota,27,3718,3718,345,29
Oklahoma,40,1146,1146,197,0
Pennsylvania,42,0,0,740,0
South Carolina,45,2055,2055,626,0
District of Columbia,11,0,0,189,0
Kansas,20,1011,1011,0,0
Missouri,29,0,0,533,0
Vermont,50,0,0,11,0
Virginia,51,5744,5744,857,52
Connecticut,09,10099,10099,176,187
Iowa,19,0,0,188,0
Louisiana,22,0,0,585,0
Ohio,39,7104,7104,547,53
Michigan,26,0,0,557,0
South Dakota,46,585,585,93,15
Arkansas,05,1074,1074,226,22
Delaware,10,0,0,79,0
Mississippi,28,2767,2767,668,0
New Mexico,35,1726,1726,157,11
North Dakota,38,208,208,26,7
Wyoming,56,97,97,8,0
Alaska,02,61,61,18,0
Maine,23,323,323,27,0
Alabama,01,2373,2373,668,21
Idaho,16,275,275,23,0
Montana,30,81,81,8,3
West Virginia,54,0,0,25,0
