state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,14748,14748,1138,177
Illinois,17,0,0,3992,0
California,06,0,0,21433,0
Arizona,04,38846,38846,4501,1589
Massachusetts,25,16098,16098,2271,0
Wisconsin,55,21400,21400,1074,50
Texas,48,0,0,12481,0
Nebraska,31,5254,5254,534,34
Utah,49,10956,10956,565,0
Oregon,41,6498,6498,524,43
Florida,12,63741,63741,6454,0
New York,36,89995,89995,7886,0
Rhode Island,44,6506,6506,426,0
Georgia,13,42362,42362,4890,278
New Hampshire,33,902,902,317,0
North Carolina,37,0,0,3472,0
New Jersey,34,48572,48572,3625,1246
Colorado,08,18651,18651,1044,53
Maryland,24,26819,26819,1734,183
Nevada,32,0,0,1871,0
Tennessee,47,14531,14531,3378,0
Hawaii,15,1775,1775,86,7
Indiana,18,35210,35210,2786,211
Kentucky,21,13488,13488,1673,0
Minnesota,27,21864,21864,895,0
Oklahoma,40,17059,17059,1910,0
Pennsylvania,42,0,0,5624,0
South Carolina,45,14390,14390,2025,0
District of Columbia,11,0,0,226,0
Kansas,20,6903,6903,825,143
Missouri,29,0,0,2779,0
Vermont,50,0,0,31,0
Virginia,51,18166,18166,2754,125
Connecticut,09,12257,12257,1136,0
Iowa,19,0,0,575,0
Louisiana,22,0,0,1731,0
Ohio,39,38334,38334,4367,0
Michigan,26,0,0,2758,0
South Dakota,46,5672,5672,297,0
Arkansas,05,11450,11450,1185,92
Delaware,10,0,0,412,0
Mississippi,28,8145,8145,1456,0
New Mexico,35,9756,9756,791,67
North Dakota,38,3552,3552,94,0
Wyoming,56,1102,1102,113,0
Alaska,02,1023,1023,79,0
Maine,23,1065,1065,182,0
Alabama,01,34373,34373,2815,189
Idaho,16,5630,5630,375,63
Montana,30,3568,3568,203,0
West Virginia,54,0,0,809,0
