state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,5568,5568,526,92
Illinois,17,0,0,1369,0
California,06,0,0,7999,0
Arizona,04,11260,11260,2302,88
Massachusetts,25,11908,11908,347,15
Wisconsin,55,4637,4637,308,47
Texas,48,0,0,9336,0
Nebraska,31,1610,1610,150,0
Utah,49,2377,2377,258,31
Oregon,41,1587,1587,229,19
Florida,12,26905,26905,8209,519
New York,36,89995,89995,576,0
Rhode Island,44,2211,2211,76,9
Georgia,13,18689,18689,3155,386
New Hampshire,33,692,692,21,2
North Carolina,37,0,0,1229,0
New Jersey,34,21565,21565,695,0
Colorado,08,6441,6441,350,28
Maryland,24,12593,12593,590,93
Nevada,32,0,0,1159,0
Tennessee,47,4661,4661,1494,89
Hawaii,15,177,177,65,4
Indiana,18,8727,8727,865,60
Kentucky,21,3314,3314,597,10
Minnesota,27,5155,5155,312,43
Oklahoma,40,3161,3161,621,57
Pennsylvania,42,0,0,522,0
South Carolina,45,5117,5117,1516,0
District of Columbia,11,0,0,86,0
Kansas,20,1751,1751,366,51
Missouri,29,0,0,869,0
Vermont,50,0,0,16,0
Virginia,51,7866,7866,1334,80
Connecticut,09,10807,10807,69,0
Iowa,19,0,0,225,0
Louisiana,22,0,0,1546,0
Ohio,39,10790,10790,1024,112
Michigan,26,0,0,727,0
South Dakota,46,824,824,31,9
Arkansas,05,2852,2852,507,105
Delaware,10,0,0,46,0
Mississippi,28,4276,4276,1229,63
New Mexico,35,2686,2686,152,19
North Dakota,38,364,364,47,8
Wyoming,56,166,166,18,0
Alaska,02,151,151,40,4
Maine,23,388,388,12,2
Alabama,01,10521,10521,1596,451
Idaho,16,835,835,236,27
Montana,30,230,230,71,9
West Virginia,54,0,0,108,0
