state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,15568,15568,1197,153
Illinois,17,0,0,3777,0
California,06,0,0,22836,0
Arizona,04,42718,42718,4907,606
Massachusetts,25,16603,16603,2311,0
Wisconsin,55,22206,22206,1077,136
Texas,48,0,0,13921,0
Nebraska,31,5414,5414,491,28
Utah,49,11679,11679,610,101
Oregon,41,6845,6845,530,108
Florida,12,65986,65986,7407,364
New York,36,89995,89995,8561,0
Rhode Island,44,7027,7027,390,71
Georgia,13,44187,44187,5899,391
New Hampshire,33,922,922,297,0
North Carolina,37,0,0,3960,0
New Jersey,34,49737,49737,3669,222
Colorado,08,19855,19855,915,121
Maryland,24,28068,28068,1885,168
Nevada,32,0,0,1874,0
Tennessee,47,15178,15178,3482,110
Hawaii,15,1864,1864,129,12
Indiana,18,36766,36766,2769,249
Kentucky,21,14359,14359,1748,108
Minnesota,27,22617,22617,759,76
Oklahoma,40,18418,18418,1961,225
Pennsylvania,42,0,0,5318,0
South Carolina,45,15335,15335,2396,133
District of Columbia,11,0,0,271,0
Kansas,20,7257,7257,869,144
Missouri,29,0,0,2841,0
Vermont,50,0,0,35,0
Virginia,51,18918,18918,2991,128
Connecticut,09,12257,12257,1109,0
Iowa,19,0,0,579,0
Louisiana,22,0,0,2069,0
Ohio,39,40787,40787,4066,318
Michigan,26,0,0,2480,0
South Dakota,46,5851,5851,247,22
Arkansas,05,11968,11968,1342,68
Delaware,10,0,0,451,0
Mississippi,28,8260,8260,1480,0
New Mexico,35,10510,10510,703,144
North Dakota,38,3642,3642,85,19
Wyoming,56,1196,1196,108,12
Alaska,02,1095,1095,86,11
Maine,23,1150,1150,205,15
Alabama,01,36754,36754,3046,343
Idaho,16,5938,5938,366,67
Montana,30,3814,3814,205,32
West Virginia,54,0,0,787,0
