state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,9765,9765,887,48
Illinois,17,0,0,6072,0
California,06,0,0,5918,0
Arizona,04,24412,24412,1932,231
Massachusetts,25,13817,13817,893,0
Wisconsin,55,15823,15823,1988,89
Texas,48,0,0,8174,0
Nebraska,31,3944,3944,963,29
Utah,49,7532,7532,579,74
Oregon,41,3970,3970,458,0
Florida,12,54067,54067,3613,138
New York,36,89995,89995,2562,0
Rhode Island,44,4177,4177,285,31
Georgia,13,34057,34057,2193,34
New Hampshire,33,830,830,117,1
North Carolina,37,0,0,1571,0
New Jersey,34,40099,40099,2568,106
Colorado,08,12484,12484,1670,60
Maryland,24,19636,19636,1237,202
Nevada,32,0,0,1273,0
Tennessee,47,11570,11570,2266,31
Hawaii,15,1234,1234,72,0
Indiana,18,23209,23209,3144,335
Kentucky,21,9411,9411,1514,0
Minnesota,27,14929,14929,1784,184
Oklahoma,40,11333,11333,1505,149
Pennsylvania,42,0,0,3379,0
South Carolina,45,11530,11530,809,35
District of Columbia,11,0,0,136,0
Kansas,20,4682,4682,1048,0
Missouri,29,0,0,2817,0
Vermont,50,0,0,22,0
Virginia,51,14046,14046,1469,29
Connecticut,09,12257,12257,848,0
Iowa,19,0,0,1340,0
Louisiana,22,0,0,967,0
Ohio,39,24423,24423,4181,205
Michigan,26,0,0,3887,0
South Dakota,46,4094,4094,577,42
Arkansas,05,8472,8472,962,57
Delaware,10,0,0,177,0
Mississippi,28,7091,7091,999,0
New Mexico,35,6105,6105,845,33
North Dakota,38,2459,2459,379,35
Wyoming,56,659,659,235,0
Alaska,02,612,612,133,0
Maine,23,642,642,94,6
Alabama,01,23449,23449,1332,0
Idaho,16,3585,3585,442,93
Montana,30,2350,2350,477,14
West Virginia,54,0,0,433,0
