state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,17812,17812,814,106
Illinois,17,0,0,2447,0
California,06,0,0,14999,0
Arizona,04,53149,53149,3513,163
Massachusetts,25,18008,18008,1631,0
Wisconsin,55,24460,24460,686,123
Texas,48,0,0,11002,0
Nebraska,31,5832,5832,305,17
Utah,49,13576,13576,485,61
Oregon,41,7796,7796,336,58
Florida,12,73961,73961,6020,410
New York,36,89995,89995,8067,0
Rhode Island,44,8331,8331,307,35
Georgia,13,50685,50685,4335,362
New Hampshire,33,1036,1036,202,0
North Carolina,37,0,0,2741,0
New Jersey,34,60822,60822,2892,201
Colorado,08,21996,21996,599,152
Maryland,24,32291,32291,1467,110
Nevada,32,0,0,1209,0
Tennessee,47,17276,17276,1687,104
Hawaii,15,2090,2090,61,4
Indiana,18,40570,40570,1624,133
Kentucky,21,16814,16814,1335,89
Minnesota,27,24447,24447,394,95
Oklahoma,40,21996,21996,1123,39
Pennsylvania,42,0,0,3281,0
South Carolina,45,18146,18146,1832,33
District of Columbia,11,0,0,232,0
Kansas,20,8489,8489,381,0
Missouri,29,0,0,1746,0
Vermont,50,0,0,59,0
Virginia,51,21516,21516,2473,72
Connecticut,09,12257,12257,900,0
Iowa,19,0,0,390,0
Louisiana,22,0,0,1440,0
Ohio,39,46659,46659,2488,221
Michigan,26,0,0,1404,0
South Dakota,46,6304,6304,131,10
Arkansas,05,13730,13730,869,79
Delaware,10,0,0,326,0
Mississippi,28,8777,8777,941,0
New Mexico,35,12185,12185,492,66
North Dakota,38,3789,3789,45,7
Wyoming,56,1289,1289,53,0
Alaska,02,1209,1209,49,4
Maine,23,1403,1403,157,9
Alabama,01,42328,42328,1868,469
Idaho,16,6702,6702,157,28
Montana,30,4273,4273,116,25
West Virginia,54,0,0,465,0
