state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7314,7314,361,0
Illinois,17,0,0,1563,0
California,06,0,0,3557,0
Arizona,04,21925,21925,583,25
Massachusetts,25,12592,12592,361,21
Wisconsin,55,6821,6821,509,56
Texas,48,0,0,3195,0
Nebraska,31,2214,2214,197,6
Utah,49,3584,3584,190,34
Oregon,41,2419,2419,182,24
Florida,12,43433,43433,2254,172
New York,36,89995,89995,490,0
Rhode Island,44,2713,2713,86,9
Georgia,13,27749,27749,1924,259
New Hampshire,33,728,728,17,1
North Carolina,37,0,0,912,0
New Jersey,34,23215,23215,459,45
Colorado,08,7444,7444,259,28
Maryland,24,15268,15268,332,31
Nevada,32,0,0,479,0
Tennessee,47,8338,8338,919,75
Hawaii,15,749,749,181,14
Indiana,18,12312,12312,815,47
Kentucky,21,5095,5095,530,20
Minnesota,27,7303,7303,303,50
Oklahoma,40,6057,6057,612,61
Pennsylvania,42,0,0,421,0
South Carolina,45,8906,8906,786,55
District of Columbia,11,0,0,92,0
Kansas,20,2766,2766,313,60
Missouri,29,0,0,989,0
Vermont,50,0,0,2,0
Virginia,51,10718,10718,916,43
Connecticut,09,11447,11447,73,0
Iowa,19,0,0,301,0
Louisiana,22,0,0,592,0
Ohio,39,14977,14977,593,78
Michigan,26,0,0,501,0
South Dakota,46,1367,1367,192,44
Arkansas,05,5098,5098,460,43
Delaware,10,0,0,61,0
Mississippi,28,5607,5607,620,0
New Mexico,35,3388,3388,72,17
North Dakota,38,763,763,89,11
Wyoming,56,253,253,21,0
Alaska,02,296,296,43,1
Maine,23,441,441,14,-1
Alabama,01,16698,16698,768,94
Idaho,16,1740,1740,130,14
Montana,30,601,601,124,17
West Virginia,54,0,0,163,0
