state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,8231,8231,412,48
Illinois,17,0,0,2616,0
California,06,0,0,3007,0
Arizona,04,21043,21043,819,76
Massachusetts,25,13126,13126,551,20
Wisconsin,55,10237,10237,1237,199
Texas,48,0,0,4995,0
Nebraska,31,2817,2817,426,34
Utah,49,4997,4997,319,58
Oregon,41,3034,3034,197,29
Florida,12,48684,48684,2162,174
New York,36,89995,89995,1045,0
Rhode Island,44,3197,3197,163,71
Georgia,13,31046,31046,1684,97
New Hampshire,33,765,765,19,0
North Carolina,37,0,0,1182,0
New Jersey,34,37262,37262,886,40
Colorado,08,8598,8598,599,41
Maryland,24,16705,16705,455,55
Nevada,32,0,0,493,0
Tennessee,47,9926,9926,1382,44
Hawaii,15,1057,1057,71,12
Indiana,18,15627,15627,1685,129
Kentucky,21,6865,6865,840,49
Minnesota,27,9444,9444,584,106
Oklahoma,40,8360,8360,924,95
Pennsylvania,42,0,0,1087,0
South Carolina,45,10212,10212,743,51
District of Columbia,11,0,0,93,0
Kansas,20,3584,3584,403,0
Missouri,29,0,0,1443,0
Vermont,50,0,0,4,0
Virginia,51,12198,12198,979,58
Connecticut,09,12257,12257,233,0
Iowa,19,0,0,545,0
Louisiana,22,0,0,620,0
Ohio,39,18006,18006,1355,140
Michigan,26,0,0,1182,0
South Dakota,46,2378,2378,356,42
Arkansas,05,6707,6707,606,29
Delaware,10,0,0,103,0
Mississippi,28,6380,6380,683,0
New Mexico,35,4239,4239,264,70
North Dakota,38,1405,1405,278,17
Wyoming,56,392,392,83,0
Alaska,02,419,419,58,4
Maine,23,473,473,8,0
Alabama,01,19595,19595,920,0
Idaho,16,2387,2387,259,24
Montana,30,1180,1180,348,10
West Virginia,54,0,0,209,0
