state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,642,0
Illinois,17,0,0,3680,0
California,06,0,0,5234,0
Arizona,04,1074,1074,0,37
Massachusetts,25,2514,2514,2514,7
Wisconsin,55,974,974,443,24
Texas,48,0,0,1338,0
Nebraska,31,0,0,0,0
Utah,49,195,195,0,5
Oregon,41,338,338,140,12
Florida,12,2772,2772,0,111
New York,36,50919,50919,18707,2622
Rhode Island,44,0,0,201,0
Georgia,13,2505,2505,0,26
New Hampshire,33,146,146,0,12
North Carolina,37,0,0,331,0
New Jersey,34,0,0,7604,0
Colorado,08,1417,1417,842,41
Maryland,24,1860,1860,0,151
Nevada,32,0,0,282,0
Tennessee,47,567,567,324,11
Hawaii,15,44,44,0,1
Indiana,18,0,0,0,0
Kentucky,21,459,459,271,0
Minnesota,27,361,361,157,21
Oklahoma,40,446,446,383,0
Pennsylvania,42,0,0,2097,0
South Carolina,45,496,496,0,0
District of Columbia,11,0,0,0,0
Kansas,20,298,298,0,5
Missouri,29,0,0,988,0
Vermont,50,0,0,34,0
Virginia,51,837,837,751,65
Connecticut,09,0,0,1654,0
Iowa,19,0,0,129,0
Louisiana,22,0,0,2084,0
Ohio,39,1948,1948,0,89
Michigan,26,0,0,3636,0
South Dakota,46,43,43,0,10
Arkansas,05,130,130,74,0
Delaware,10,0,0,190,0
Mississippi,28,548,548,0,20
New Mexico,35,0,0,80,0
North Dakota,38,39,39,12,3
Wyoming,56,40,40,0,3
Alaska,02,33,33,0,1
Maine,23,120,120,0,6
Alabama,01,437,437,290,35
Idaho,16,131,131,63,3
Montana,30,47,47,22,1
West Virginia,54,0,0,81,0
