state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,11475,11475,1099,202
Illinois,17,0,0,5160,0
California,06,0,0,10624,0
Arizona,04,28248,28248,2977,242
Massachusetts,25,14397,14397,1416,0
Wisconsin,55,18216,18216,1660,90
Texas,48,0,0,8681,0
Nebraska,31,4547,4547,755,41
Utah,49,8822,8822,605,57
Oregon,41,4859,4859,596,0
Florida,12,57185,57185,4400,145
New York,36,89995,89995,4442,0
Rhode Island,44,5039,5039,422,55
Georgia,13,36039,36039,2829,38
New Hampshire,33,849,849,169,2
North Carolina,37,0,0,2191,0
New Jersey,34,42456,42456,3241,95
Colorado,08,14868,14868,1750,24
Maryland,24,22095,22095,1576,183
Nevada,32,0,0,1789,0
Tennessee,47,12593,12593,2760,35
Hawaii,15,1325,1325,57,0
Indiana,18,28367,28367,3189,351
Kentucky,21,10678,10678,1731,0
Minnesota,27,18233,18233,1679,174
Oklahoma,40,13119,13119,1721,-9
Pennsylvania,42,0,0,5300,0
South Carolina,45,12380,12380,1025,75
District of Columbia,11,0,0,171,0
Kansas,20,5417,5417,1143,0
Missouri,29,0,0,2708,0
Vermont,50,0,0,25,0
Virginia,51,15295,15295,1969,40
Connecticut,09,12257,12257,1150,0
Iowa,19,0,0,918,0
Louisiana,22,0,0,1392,0
Ohio,39,29233,29233,5072,274
Michigan,26,0,0,4141,0
South Dakota,46,4835,4835,497,42
Arkansas,05,9401,9401,1076,21
Delaware,10,0,0,315,0
Mississippi,28,7486,7486,1157,0
New Mexico,35,7321,7321,919,54
North Dakota,38,2880,2880,305,12
Wyoming,56,852,852,212,9
Alaska,02,799,799,164,0
Maine,23,768,768,164,8
Alabama,01,26331,26331,1927,0
Idaho,16,4372,4372,477,30
Montana,30,2836,2836,475,21
West Virginia,54,0,0,616,0
