state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3615,3615,519,37
Illinois,17,0,0,2911,0
California,06,0,0,4625,0
Arizona,04,3712,3712,1234,70
Massachusetts,25,10303,10303,1533,65
Wisconsin,55,2791,2791,355,52
Texas,48,0,0,1855,0
Nebraska,31,905,905,190,3
Utah,49,870,870,133,20
Oregon,41,812,812,124,12
Florida,12,11066,11066,0,143
New York,36,89995,89995,2728,0
Rhode Island,44,1775,1775,182,10
Georgia,13,8646,8646,790,89
New Hampshire,33,472,472,86,4
North Carolina,37,0,0,717,0
New Jersey,34,17880,17880,1933,276
Colorado,08,4472,4472,299,12
Maryland,24,9346,9346,1076,129
Nevada,32,0,0,341,0
Tennessee,47,1893,1893,505,38
Hawaii,15,83,83,0,0
Indiana,18,6053,6053,924,54
Kentucky,21,2345,2345,505,13
Minnesota,27,3289,3289,478,36
Oklahoma,40,1014,1014,164,0
Pennsylvania,42,0,0,1174,0
South Carolina,45,1814,1814,453,25
District of Columbia,11,0,0,273,0
Kansas,20,917,917,0,27
Missouri,29,0,0,666,0
Vermont,50,0,0,14,0
Virginia,51,5008,5008,1205,51
Connecticut,09,9669,9669,350,0
Iowa,19,0,0,299,0
Louisiana,22,0,0,604,0
Ohio,39,6385,6385,671,73
Michigan,26,0,0,617,0
South Dakota,46,467,467,83,3
Arkansas,05,792,792,147,35
Delaware,10,0,0,128,0
Mississippi,28,2475,2475,604,135
New Mexico,35,1489,1489,175,73
North Dakota,38,180,180,30,5
Wyoming,56,90,90,4,3
Alaska,02,53,53,8,1
Maine,23,293,293,35,2
Alabama,01,1949,1949,582,20
Idaho,16,255,255,29,2
Montana,30,68,68,1,0
West Virginia,54,0,0,27,0
