state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3338,3338,521,48
Illinois,17,0,0,3826,0
California,06,0,0,4544,0
Arizona,04,3172,3172,911,50
Massachusetts,25,9492,9492,2106,104
Wisconsin,55,2411,2411,413,49
Texas,48,0,0,1645,0
Nebraska,31,0,0,0,0
Utah,49,716,716,127,20
Oregon,41,752,752,149,5
Florida,12,9899,9899,0,159
New York,36,88866,88866,4208,180
Rhode Island,44,1624,1624,218,11
Georgia,13,7666,7666,907,119
New Hampshire,33,421,421,91,1
North Carolina,37,0,0,702,0
New Jersey,34,16597,16597,2761,224
Colorado,08,4196,4196,464,36
Maryland,24,8281,8281,1338,102
Nevada,32,0,0,435,0
Tennessee,47,1647,1647,501,38
Hawaii,15,83,83,0,-1
Indiana,18,5285,5285,1122,0
Kentucky,21,2136,2136,489,5
Minnesota,27,2796,2796,598,87
Oklahoma,40,941,941,156,0
Pennsylvania,42,0,0,1493,0
South Carolina,45,1618,1618,398,0
District of Columbia,11,0,0,349,0
Kansas,20,822,822,0,22
Missouri,29,0,0,644,0
Vermont,50,0,0,21,0
Virginia,51,4385,4385,1459,60
Connecticut,09,12538,12538,684,0
Iowa,19,0,0,393,0
Louisiana,22,0,0,798,0
Ohio,39,5700,5700,885,121
Michigan,26,0,0,882,0
South Dakota,46,391,391,101,13
Arkansas,05,627,627,108,10
Delaware,10,0,0,196,0
Mississippi,28,2106,2106,547,36
New Mexico,35,1282,1282,210,0
North Dakota,38,161,161,40,5
Wyoming,56,82,82,12,0
Alaska,02,49,49,14,0
Maine,23,260,260,59,2
Alabama,01,1719,1719,607,48
Idaho,16,231,231,24,6
Montana,30,66,66,2,1
West Virginia,54,0,0,36,0
