state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,19433,19433,467,61
Illinois,17,0,0,1260,0
California,06,0,0,5110,0
Arizona,04,57697,57697,1165,106
Massachusetts,25,19713,19713,755,269
Wisconsin,55,26279,26279,267,57
Texas,48,0,0,5508,0
Nebraska,31,6147,6147,150,7
Utah,49,14783,14783,247,30
Oregon,41,8653,8653,184,32
Florida,12,81278,81278,3596,306
New York,36,89995,89995,5323,0
Rhode Island,44,8982,8982,147,16
Georgia,13,56369,56369,2299,118
New Hampshire,33,1123,1123,89,4
North Carolina,37,0,0,1303,0
New Jersey,34,64050,64050,1921,133
Colorado,08,23735,23735,389,142
Maryland,24,35223,35223,863,71
Nevada,32,0,0,440,0
Tennessee,47,18742,18742,1033,63
Hawaii,15,2226,2226,26,0
Indiana,18,42955,42955,731,93
Kentucky,21,19304,19304,680,70
Minnesota,27,25863,25863,243,37
Oklahoma,40,24064,24064,427,65
Pennsylvania,42,0,0,1648,0
South Carolina,45,20501,20501,706,73
District of Columbia,11,0,0,177,0
Kansas,20,9355,9355,203,65
Missouri,29,0,0,989,0
Vermont,50,0,0,24,0
Virginia,51,24354,24354,1352,96
Connecticut,09,12257,12257,451,0
Iowa,19,0,0,191,0
Louisiana,22,0,0,588,0
Ohio,39,50613,50613,1081,110
Michigan,26,0,0,882,0
South Dakota,46,6654,6654,97,14
Arkansas,05,14826,14826,397,31
Delaware,10,0,0,135,0
Mississippi,28,9162,9162,469,0
New Mexico,35,13190,13190,195,42
North Dakota,38,3871,3871,20,-3
Wyoming,56,1388,1388,24,3
Alaska,02,1285,1285,26,-1
Maine,23,1545,1545,67,9
Alabama,01,45723,45723,559,24
Idaho,16,7131,7131,121,20
Montana,30,4600,4600,67,9
West Virginia,54,0,0,197,0
