state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3290,3290,509,3
Illinois,17,0,0,3788,0
California,06,0,0,4404,0
Arizona,04,3122,3122,818,45
Massachusetts,25,9388,9388,2108,49
Wisconsin,55,2362,2362,422,23
Texas,48,0,0,1534,0
Nebraska,31,0,0,0,0
Utah,49,696,696,134,4
Oregon,41,747,747,125,5
Florida,12,9740,9740,0,59
New York,36,88686,88686,4265,132
Rhode Island,44,1613,1613,226,33
Georgia,13,7547,7547,854,72
New Hampshire,33,420,420,91,1
North Carolina,37,0,0,621,0
New Jersey,34,16373,16373,2723,16373
Colorado,08,4160,4160,484,32
Maryland,24,8179,8179,1315,87
Nevada,32,0,0,390,0
Tennessee,47,1609,1609,582,15
Hawaii,15,84,84,0,0
Indiana,18,5285,5285,1088,0
Kentucky,21,2131,2131,484,0
Minnesota,27,2709,2709,570,33
Oklahoma,40,941,941,174,3
Pennsylvania,42,0,0,1493,0
South Carolina,45,1618,1618,433,84
District of Columbia,11,0,0,353,0
Kansas,20,800,800,0,0
Missouri,29,0,0,500,0
Vermont,50,0,0,25,0
Virginia,51,4325,4325,1403,56
Connecticut,09,12538,12538,694,0
Iowa,19,0,0,379,0
Louisiana,22,0,0,831,0
Ohio,39,5579,5579,937,68
Michigan,26,0,0,953,0
South Dakota,46,378,378,106,8
Arkansas,05,617,617,107,12
Delaware,10,0,0,201,0
Mississippi,28,2070,2070,561,24
New Mexico,35,1282,1282,211,18
North Dakota,38,156,156,40,2
Wyoming,56,82,82,14,3
Alaska,02,49,49,12,0
Maine,23,258,258,60,1
Alabama,01,1671,1671,569,42
Idaho,16,225,225,19,0
Montana,30,65,65,2,0
West Virginia,54,0,0,35,0
