state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,15771,15771,1177,214
Illinois,17,0,0,3527,0
California,06,0,0,22513,0
Arizona,04,43582,43582,4988,487
Massachusetts,25,16603,16603,2225,0
Wisconsin,55,22378,22378,1054,52
Texas,48,0,0,13111,0
Nebraska,31,5444,5444,471,10
Utah,49,11866,11866,588,88
Oregon,41,6864,6864,498,0
Florida,12,66533,66533,7494,201
New York,36,89995,89995,8484,0
Rhode Island,44,7027,7027,390,0
Georgia,13,44635,44635,5993,125
New Hampshire,33,922,922,262,0
North Carolina,37,0,0,3774,0
New Jersey,34,53253,53253,3589,82
Colorado,08,19985,19985,873,23
Maryland,24,28523,28523,1950,227
Nevada,32,0,0,1758,0
Tennessee,47,15307,15307,3263,53
Hawaii,15,1864,1864,129,0
Indiana,18,37125,37125,2593,166
Kentucky,21,14560,14560,1713,49
Minnesota,27,22763,22763,759,64
Oklahoma,40,18824,18824,1926,186
Pennsylvania,42,0,0,5201,0
South Carolina,45,15598,15598,2374,89
District of Columbia,11,0,0,292,0
Kansas,20,7257,7257,869,0
Missouri,29,0,0,2700,0
Vermont,50,0,0,43,0
Virginia,51,19095,19095,3060,70
Connecticut,09,12257,12257,1109,0
Iowa,19,0,0,541,0
Louisiana,22,0,0,1960,0
Ohio,39,41158,41158,4236,101
Michigan,26,0,0,2480,0
South Dakota,46,5904,5904,237,33
Arkansas,05,12115,12115,1340,28
Delaware,10,0,0,472,0
Mississippi,28,8260,8260,1460,0
New Mexico,35,10659,10659,682,37
North Dakota,38,3651,3651,72,7
Wyoming,56,1200,1200,108,3
Alaska,02,1101,1101,82,1
Maine,23,1158,1158,191,0
Alabama,01,36754,36754,2863,0
Idaho,16,6015,6015,375,20
Montana,30,3834,3834,201,-3
West Virginia,54,0,0,760,0
