state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3747,3747,350,48
Illinois,17,0,0,2458,0
California,06,0,0,4719,0
Arizona,04,4000,4000,1274,41
Massachusetts,25,10582,10582,1345,75
Wisconsin,55,2943,2943,328,39
Texas,48,0,0,2153,0
Nebraska,31,989,989,181,22
Utah,49,954,954,223,23
Oregon,41,851,851,145,8
Florida,12,11621,11621,0,161
New York,36,89995,89995,2190,0
Rhode Island,44,1828,1828,148,13
Georgia,13,8974,8974,817,102
New Hampshire,33,496,496,80,4
North Carolina,37,0,0,780,0
New Jersey,34,18223,18223,1701,154
Colorado,08,5035,5035,277,10
Maryland,24,9755,9755,955,79
Nevada,32,0,0,359,0
Tennessee,47,1990,1990,624,16
Hawaii,15,84,84,0,0
Indiana,18,6261,6261,894,36
Kentucky,21,2396,2396,508,10
Minnesota,27,3482,3482,427,41
Oklahoma,40,1075,1075,150,14
Pennsylvania,42,0,0,992,0
South Carolina,45,1898,1898,513,0
District of Columbia,11,0,0,245,0
Kansas,20,954,954,0,18
Missouri,29,0,0,533,0
Vermont,50,0,0,11,0
Virginia,51,5272,5272,1155,69
Connecticut,09,9669,9669,270,0
Iowa,19,0,0,245,0
Louisiana,22,0,0,549,0
Ohio,39,6693,6693,575,73
Michigan,26,0,0,661,0
South Dakota,46,503,503,101,16
Arkansas,05,901,901,181,36
Delaware,10,0,0,108,0
Mississippi,28,2614,2614,655,79
New Mexico,35,1583,1583,197,0
North Dakota,38,193,193,33,4
Wyoming,56,92,92,8,1
Alaska,02,53,53,22,0
Maine,23,303,303,27,1
Alabama,01,2129,2129,646,42
Idaho,16,262,262,20,2
Montana,30,74,74,7,2
West Virginia,54,0,0,24,0
