state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6137,6137,513,35
Illinois,17,0,0,1628,0
California,06,0,0,6424,0
Arizona,04,20503,20503,1411,682
Massachusetts,25,12131,12131,401,22
Wisconsin,55,5170,5170,354,45
Texas,48,0,0,6879,0
Nebraska,31,1880,1880,152,0
Utah,49,2721,2721,206,25
Oregon,41,1845,1845,213,32
Florida,12,32947,32947,6325,598
New York,36,89995,89995,555,0
Rhode Island,44,2341,2341,80,5
Georgia,13,21581,21581,2807,202
New Hampshire,33,705,705,15,0
North Carolina,37,0,0,1070,0
New Jersey,34,22125,22125,545,29
Colorado,08,6700,6700,265,15
Maryland,24,13463,13463,470,115
Nevada,32,0,0,982,0
Tennessee,47,5648,5648,1312,94
Hawaii,15,267,267,132,7
Indiana,18,9678,9678,991,0
Kentucky,21,4116,4116,658,25
Minnesota,27,5742,5742,308,31
Oklahoma,40,3901,3901,600,59
Pennsylvania,42,0,0,601,0
South Carolina,45,6482,6482,1322,0
District of Columbia,11,0,0,83,0
Kansas,20,1975,1975,357,0
Missouri,29,0,0,882,0
Vermont,50,0,0,14,0
Virginia,51,8592,8592,1258,60
Connecticut,09,11015,11015,63,95
Iowa,19,0,0,261,0
Louisiana,22,0,0,1281,0
Ohio,39,12023,12023,952,122
Michigan,26,0,0,713,0
South Dakota,46,896,896,56,4
Arkansas,05,3566,3566,473,94
Delaware,10,0,0,37,0
Mississippi,28,4847,4847,1136,53
New Mexico,35,2928,2928,128,21
North Dakota,38,445,445,59,5
Wyoming,56,189,189,14,2
Alaska,02,191,191,46,5
Maine,23,395,395,11,1
Alabama,01,12456,12456,1341,164
Idaho,16,1051,1051,216,14
Montana,30,315,315,101,14
West Virginia,54,0,0,128,0
