state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,5276,5276,517,65
Illinois,17,0,0,1471,0
California,06,0,0,8820,0
Arizona,04,7461,7461,2844,225
Massachusetts,25,11785,11785,397,15
Wisconsin,55,4327,4327,312,54
Texas,48,0,0,10893,0
Nebraska,31,1548,1548,126,26
Utah,49,2188,2188,250,38
Oregon,41,1465,1465,225,32
Florida,12,23575,23575,9200,584
New York,36,89995,89995,650,0
Rhode Island,44,2146,2146,66,9
Georgia,13,16752,16752,3135,399
New Hampshire,33,681,681,26,1
North Carolina,37,0,0,1182,0
New Jersey,34,21184,21184,800,0
Colorado,08,6227,6227,357,78
Maryland,24,12119,12119,533,82
Nevada,32,0,0,1160,0
Tennessee,47,4120,4120,1460,104
Hawaii,15,155,155,39,1
Indiana,18,8128,8128,850,62
Kentucky,21,3248,3248,618,327
Minnesota,27,4852,4852,278,34
Oklahoma,40,2687,2687,628,91
Pennsylvania,42,0,0,736,0
South Carolina,45,4827,4827,1668,329
District of Columbia,11,0,0,97,0
Kansas,20,1596,1596,0,51
Missouri,29,0,0,1057,0
Vermont,50,0,0,12,0
Virginia,51,7515,7515,1250,78
Connecticut,09,10712,10712,71,0
Iowa,19,0,0,230,0
Louisiana,22,0,0,1600,0
Ohio,39,10072,10072,1085,104
Michigan,26,0,0,751,0
South Dakota,46,796,796,45,4
Arkansas,05,2361,2361,497,0
Delaware,10,0,0,55,0
Mississippi,28,3923,3923,1216,45
New Mexico,35,2525,2525,161,25
North Dakota,38,325,325,37,3
Wyoming,56,155,155,14,2
Alaska,02,126,126,37,2
Maine,23,378,378,12,0
Alabama,01,9157,9157,1536,162
Idaho,16,697,697,204,23
Montana,30,191,191,56,8
West Virginia,54,0,0,76,0
