state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,455,0
Illinois,17,0,0,4699,0
California,06,0,0,4847,0
Arizona,04,1672,1672,697,46
Massachusetts,25,4965,4965,3879,213
Wisconsin,55,1376,1376,341,23
Texas,48,0,0,1597,0
Nebraska,31,0,0,0,0
Utah,49,329,329,0,14
Oregon,41,520,520,258,8
Florida,12,5045,5045,0,157
New York,36,72444,72444,13524,1071
Rhode Island,44,576,576,263,0
Georgia,13,4326,4326,0,105
New Hampshire,33,224,224,89,6
North Carolina,37,0,0,456,0
New Jersey,34,0,0,6722,0
Colorado,08,2410,2410,1046,44
Maryland,24,3760,3760,1408,142
Nevada,32,0,0,0,0
Tennessee,47,821,821,510,13
Hawaii,15,67,67,0,4
Indiana,18,0,0,1515,0
Kentucky,21,1143,1143,303,28
Minnesota,27,797,797,288,41
Oklahoma,40,637,637,306,0
Pennsylvania,42,0,0,2748,0
South Carolina,45,944,944,0,107
District of Columbia,11,0,0,402,0
Kansas,20,474,474,0,17
Missouri,29,0,0,850,0
Vermont,50,0,0,37,0
Virginia,51,1837,1837,1405,84
Connecticut,09,0,0,1810,0
Iowa,19,0,0,293,0
Louisiana,22,0,0,1700,0
Ohio,39,3115,3115,0,62
Michigan,26,0,0,2889,0
South Dakota,46,128,128,61,4
Arkansas,05,291,291,104,0
Delaware,10,0,0,300,0
Mississippi,28,996,996,649,26
New Mexico,35,412,412,152,0
North Dakota,38,70,70,17,3
Wyoming,56,54,54,16,0
Alaska,02,37,37,32,0
Maine,23,156,156,39,4
Alabama,01,839,839,351,71
Idaho,16,168,168,35,2
Montana,30,61,61,11,2
West Virginia,54,0,0,97,0
