state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7314,7314,487,52
Illinois,17,0,0,1455,0
California,06,0,0,3520,0
Arizona,04,21900,21900,527,22
Massachusetts,25,12571,12571,371,18
Wisconsin,55,6765,6765,474,73
Texas,48,0,0,3207,0
Nebraska,31,2208,2208,185,14
Utah,49,3550,3550,183,30
Oregon,41,2395,2395,169,39
Florida,12,43261,43261,2319,228
New York,36,89995,89995,470,0
Rhode Island,44,2704,2704,82,11
Georgia,13,27490,27490,1960,96
New Hampshire,33,727,727,11,1
North Carolina,37,0,0,905,0
New Jersey,34,23170,23170,417,35
Colorado,08,7416,7416,230,43
Maryland,24,15237,15237,309,66
Nevada,32,0,0,441,0
Tennessee,47,8263,8263,914,64
Hawaii,15,735,735,185,5
Indiana,18,12265,12265,759,81
Kentucky,21,5075,5075,511,24
Minnesota,27,7253,7253,290,54
Oklahoma,40,5996,5996,628,100
Pennsylvania,42,0,0,429,0
South Carolina,45,8851,8851,768,72
District of Columbia,11,0,0,95,0
Kansas,20,2706,2706,216,0
Missouri,29,0,0,981,0
Vermont,50,0,0,1,0
Virginia,51,10675,10675,940,62
Connecticut,09,11447,11447,70,0
Iowa,19,0,0,285,0
Louisiana,22,0,0,571,0
Ohio,39,14899,14899,593,70
Michigan,26,0,0,501,0
South Dakota,46,1323,1323,178,26
Arkansas,05,5055,5055,453,69
Delaware,10,0,0,62,0
Mississippi,28,5607,5607,642,0
New Mexico,35,3371,3371,69,13
North Dakota,38,752,752,92,22
Wyoming,56,253,253,21,6
Alaska,02,295,295,43,3
Maine,23,442,442,17,2
Alabama,01,16604,16604,796,117
Idaho,16,1726,1726,130,8
Montana,30,584,584,111,8
West Virginia,54,0,0,164,0
