state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,13617,13617,1202,27
Illinois,17,0,0,4488,0
California,06,0,0,19771,0
Arizona,04,34520,34520,4221,408
Massachusetts,25,15905,15905,2095,533
Wisconsin,55,20647,20647,1243,128
Texas,48,0,0,10724,0
Nebraska,31,5064,5064,572,28
Utah,49,10406,10406,605,79
Oregon,41,6122,6122,579,108
Florida,12,61922,61922,5619,305
New York,36,89995,89995,6928,0
Rhode Island,44,6131,6131,442,0
Georgia,13,40539,40539,4240,400
New Hampshire,33,894,894,298,2
North Carolina,37,0,0,3043,0
New Jersey,34,46038,46038,3802,231
Colorado,08,17793,17793,1260,151
Maryland,24,25072,25072,1760,0
Nevada,32,0,0,1908,0
Tennessee,47,14044,14044,3173,74
Hawaii,15,1703,1703,67,0
Indiana,18,33465,33465,3013,251
Kentucky,21,12827,12827,1644,0
Minnesota,27,21105,21105,1048,142
Oklahoma,40,15912,15912,1836,234
Pennsylvania,42,0,0,6077,0
South Carolina,45,13776,13776,1766,104
District of Columbia,11,0,0,250,0
Kansas,20,6424,6424,1014,0
Missouri,29,0,0,2749,0
Vermont,50,0,0,23,0
Virginia,51,17389,17389,2577,118
Connecticut,09,12257,12257,1200,0
Iowa,19,0,0,625,0
Louisiana,22,0,0,1633,0
Ohio,39,36345,36345,4494,320
Michigan,26,0,0,3108,0
South Dakota,46,5503,5503,312,11
Arkansas,05,10879,10879,1093,53
Delaware,10,0,0,426,0
Mississippi,28,8039,8039,1377,0
New Mexico,35,9118,9118,811,111
North Dakota,38,3472,3472,122,36
Wyoming,56,1027,1027,161,0
Alaska,02,983,983,105,22
Maine,23,1015,1015,187,15
Alabama,01,31954,31954,2542,303
Idaho,16,5316,5316,433,49
Montana,30,3406,3406,241,46
West Virginia,54,0,0,739,0
