state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,503,0
Illinois,17,0,0,4776,0
California,06,0,0,4886,0
Arizona,04,1484,1484,637,30
Massachusetts,25,4009,4009,3977,137
Wisconsin,55,1252,1252,358,41
Texas,48,0,0,1419,0
Nebraska,31,0,0,0,0
Utah,49,277,277,0,9
Oregon,41,465,465,303,9
Florida,12,4235,4235,0,225
New York,36,67271,67271,16135,1302
Rhode Island,44,674,674,309,45
Georgia,13,3779,3779,0,229
New Hampshire,33,206,206,78,8
North Carolina,37,0,0,427,0
New Jersey,34,0,0,7594,0
Colorado,08,2003,2003,851,123
Maryland,24,3158,3158,1433,144
Nevada,32,0,0,0,0
Tennessee,47,760,760,523,30
Hawaii,15,55,55,0,3
Indiana,18,0,0,0,0
Kentucky,21,1059,1059,263,0
Minnesota,27,629,629,237,27
Oklahoma,40,561,561,346,20
Pennsylvania,42,0,0,2743,0
South Carolina,45,776,776,0,0
District of Columbia,11,0,0,402,0
Kansas,20,419,419,0,14
Missouri,29,0,0,1001,0
Vermont,50,0,0,41,0
Virginia,51,1500,1500,1331,78
Connecticut,09,0,0,1949,0
Iowa,19,0,0,214,0
Louisiana,22,0,0,1798,0
Ohio,39,2779,2779,0,126
Michigan,26,0,0,3357,0
South Dakota,46,100,100,65,13
Arkansas,05,291,291,86,0
Delaware,10,0,0,263,0
Mississippi,28,858,858,548,39
New Mexico,35,306,306,119,15
North Dakota,38,54,54,17,1
Wyoming,56,52,52,19,1
Alaska,02,37,37,42,0
Maine,23,139,139,40,1
Alabama,01,699,699,401,58
Idaho,16,157,157,69,6
Montana,30,59,59,14,2
West Virginia,54,0,0,85,0
