state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,14748,14748,1138,0
Illinois,17,0,0,3799,0
California,06,0,0,21213,0
Arizona,04,39439,39439,4484,593
Massachusetts,25,16098,16098,2280,0
Wisconsin,55,21449,21449,1018,49
Texas,48,0,0,12319,0
Nebraska,31,5265,5265,517,11
Utah,49,11101,11101,552,145
Oregon,41,6498,6498,524,0
Florida,12,64029,64029,6701,288
New York,36,89995,89995,7814,0
Rhode Island,44,6506,6506,426,0
Georgia,13,42427,42427,5101,65
New Hampshire,33,910,910,335,8
North Carolina,37,0,0,3479,0
New Jersey,34,48636,48636,3497,64
Colorado,08,18678,18678,1016,27
Maryland,24,27051,27051,1692,232
Nevada,32,0,0,1871,0
Tennessee,47,14607,14607,3303,76
Hawaii,15,1775,1775,86,0
Indiana,18,35407,35407,2655,197
Kentucky,21,13686,13686,1635,198
Minnesota,27,21984,21984,895,120
Oklahoma,40,17247,17247,1910,188
Pennsylvania,42,0,0,5460,0
South Carolina,45,14586,14586,1994,196
District of Columbia,11,0,0,237,0
Kansas,20,6903,6903,825,0
Missouri,29,0,0,2804,0
Vermont,50,0,0,27,0
Virginia,51,18240,18240,2710,74
Connecticut,09,12257,12257,1056,0
Iowa,19,0,0,572,0
Louisiana,22,0,0,1731,0
Ohio,39,38633,38633,4102,299
Michigan,26,0,0,2758,0
South Dakota,46,5702,5702,282,30
Arkansas,05,11487,11487,1216,37
Delaware,10,0,0,412,0
Mississippi,28,8145,8145,1456,0
New Mexico,35,9814,9814,662,58
North Dakota,38,3561,3561,92,9
Wyoming,56,1106,1106,95,4
Alaska,02,1030,1030,77,7
Maine,23,1091,1091,188,26
Alabama,01,34373,34373,2815,0
Idaho,16,5630,5630,375,0
Montana,30,3618,3618,194,50
West Virginia,54,0,0,810,0
