state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7048,7048,384,30
Illinois,17,0,0,1509,0
California,06,0,0,3848,0
Arizona,04,21773,21773,574,26
Massachusetts,25,12426,12426,331,15
Wisconsin,55,6309,6309,319,46
Texas,48,0,0,3371,0
Nebraska,31,2131,2131,166,12
Utah,49,3311,3311,176,23
Oregon,41,2235,2235,161,13
Florida,12,41687,41687,2683,193
New York,36,89995,89995,467,0
Rhode Island,44,2639,2639,80,19
Georgia,13,26327,26327,2114,164
New Hampshire,33,721,721,6,1
North Carolina,37,0,0,870,0
New Jersey,34,22950,22950,462,32
Colorado,08,7223,7223,226,15
Maryland,24,14796,14796,361,40
Nevada,32,0,0,476,0
Tennessee,47,7679,7679,941,55
Hawaii,15,622,622,220,12
Indiana,18,11710,11710,807,59
Kentucky,21,4886,4886,587,24
Minnesota,27,6899,6899,247,36
Oklahoma,40,5424,5424,499,55
Pennsylvania,42,0,0,470,0
South Carolina,45,8402,8402,806,49
District of Columbia,11,0,0,98,0
Kansas,20,2537,2537,140,0
Missouri,29,0,0,1040,0
Vermont,50,0,0,4,0
Virginia,51,10218,10218,995,63
Connecticut,09,11357,11357,51,0
Iowa,19,0,0,290,0
Louisiana,22,0,0,723,0
Ohio,39,14284,14284,626,48
Michigan,26,0,0,627,0
South Dakota,46,1152,1152,109,14
Arkansas,05,4678,4678,392,0
Delaware,10,0,0,66,0
Mississippi,28,5410,5410,542,0
New Mexico,35,3263,3263,67,16
North Dakota,38,634,634,56,4
Wyoming,56,287,287,12,60
Alaska,02,271,271,32,1
Maine,23,431,431,10,-1
Alabama,01,15527,15527,793,0
Idaho,16,1569,1569,165,18
Montana,30,521,521,144,3
West Virginia,54,0,0,145,0
