state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,321,0
Illinois,17,0,0,4626,0
California,06,0,0,4544,0
Arizona,04,2504,2504,765,42
Massachusetts,25,7842,7842,3127,110
Wisconsin,55,1877,1877,326,31
Texas,48,0,0,1725,0
Nebraska,31,0,0,192,0
Utah,49,535,535,166,18
Oregon,41,673,673,164,3
Florida,12,7654,7654,0,196
New York,36,84489,84489,7063,295
Rhode Island,44,1307,1307,277,27
Georgia,13,6130,6130,1125,115
New Hampshire,33,318,318,117,0
North Carolina,37,0,0,475,0
New Jersey,34,0,0,4328,0
Colorado,08,3695,3695,688,32
Maryland,24,6287,6287,1563,104
Nevada,32,0,0,522,0
Tennessee,47,1363,1363,591,19
Hawaii,15,81,81,0,0
Indiana,18,4389,4389,1283,0
Kentucky,21,1767,1767,383,10
Minnesota,27,1799,1799,496,83
Oklahoma,40,828,828,190,0
Pennsylvania,42,0,0,2187,0
South Carolina,45,1338,1338,0,86
District of Columbia,11,0,0,416,0
Kansas,20,660,660,0,0
Missouri,29,0,0,787,0
Vermont,50,0,0,18,0
Virginia,51,3395,3395,1529,95
Connecticut,09,9389,9389,1189,0
Iowa,19,0,0,385,0
Louisiana,22,0,0,1320,0
Ohio,39,4539,4539,1032,126
Michigan,26,0,0,1384,0
South Dakota,46,271,271,74,8
Arkansas,05,485,485,59,5
Delaware,10,0,0,276,0
Mississippi,28,1582,1582,604,36
New Mexico,35,886,886,199,0
North Dakota,38,122,122,38,7
Wyoming,56,67,67,10,1
Alaska,02,41,41,10,0
Maine,23,202,202,34,2
Alabama,01,1287,1287,529,31
Idaho,16,210,210,25,3
Montana,30,63,63,4,1
West Virginia,54,0,0,50,0
