state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,263,0
Illinois,17,0,0,4493,0
California,06,0,0,4616,0
Arizona,04,2135,2135,703,46
Massachusetts,25,6622,6622,3539,115
Wisconsin,55,1621,1621,348,13
Texas,48,0,0,1533,0
Nebraska,31,0,0,0,0
Utah,49,441,441,0,5
Oregon,41,598,598,205,3
Florida,12,6329,6329,0,85
New York,36,80376,80376,9647,608
Rhode Island,44,1061,1061,339,48
Georgia,13,5526,5526,1377,133
New Hampshire,33,286,286,103,9
North Carolina,37,0,0,498,0
New Jersey,34,0,0,5287,0
Colorado,08,2838,2838,834,39
Maryland,24,5199,5199,1649,148
Nevada,32,0,0,0,0
Tennessee,47,1143,1143,499,8
Hawaii,15,73,73,0,1
Indiana,18,0,0,1449,0
Kentucky,21,1519,1519,329,108
Minnesota,27,1271,1271,396,72
Oklahoma,40,753,753,236,10
Pennsylvania,42,0,0,2708,0
South Carolina,45,1110,1110,0,0
District of Columbia,11,0,0,447,0
Kansas,20,553,553,0,6
Missouri,29,0,0,858,0
Vermont,50,0,0,15,0
Virginia,51,2627,2627,1463,108
Connecticut,09,7758,7758,1488,0
Iowa,19,0,0,389,0
Louisiana,22,0,0,1502,0
Ohio,39,3809,3809,1078,40
Michigan,26,0,0,1948,0
South Dakota,46,211,211,69,14
Arkansas,05,438,438,91,11
Delaware,10,0,0,281,0
Mississippi,28,1316,1316,646,18
New Mexico,35,667,667,181,80
North Dakota,38,94,94,31,4
Wyoming,56,60,60,13,0
Alaska,02,39,39,12,0
Maine,23,186,186,37,3
Alabama,01,1064,1064,517,29
Idaho,16,200,200,27,0
Montana,30,62,62,6,1
West Virginia,54,0,0,73,0
