state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,10954,10954,1083,34
Illinois,17,0,0,5653,0
California,06,0,0,9702,0
Arizona,04,27456,27456,2743,1144
Massachusetts,25,14397,14397,1324,258
Wisconsin,55,17741,17741,1754,172
Texas,48,0,0,9151,0
Nebraska,31,4425,4425,853,45
Utah,49,8548,8548,609,125
Oregon,41,4745,4745,620,96
Florida,12,56527,56527,4286,258
New York,36,89995,89995,4063,0
Rhode Island,44,4789,4789,409,57
Georgia,13,35571,35571,2691,245
New Hampshire,33,844,844,156,2
North Carolina,37,0,0,2101,0
New Jersey,34,41987,41987,3292,242
Colorado,08,14579,14579,1956,216
Maryland,24,21558,21558,1573,163
Nevada,32,0,0,1645,0
Tennessee,47,12410,12410,2701,100
Hawaii,15,1304,1304,57,13
Indiana,18,27236,27236,3362,382
Kentucky,21,10311,10311,1810,121
Minnesota,27,17623,17623,1770,245
Oklahoma,40,12773,12773,1734,195
Pennsylvania,42,0,0,5071,0
South Carolina,45,12126,12126,1046,103
District of Columbia,11,0,0,185,0
Kansas,20,5290,5290,854,0
Missouri,29,0,0,2758,0
Vermont,50,0,0,36,0
Virginia,51,15014,15014,1853,131
Connecticut,09,12257,12257,1191,0
Iowa,19,0,0,1124,0
Louisiana,22,0,0,1325,0
Ohio,39,28281,28281,5142,396
Michigan,26,0,0,4175,0
South Dakota,46,4696,4696,538,70
Arkansas,05,9206,9206,1072,96
Delaware,10,0,0,277,0
Mississippi,28,7486,7486,1160,0
New Mexico,35,7078,7078,947,59
North Dakota,38,2813,2813,306,22
Wyoming,56,823,823,234,14
Alaska,02,783,783,157,15
Maine,23,740,740,138,15
Alabama,01,26062,26062,1827,241
Idaho,16,4200,4200,466,65
Montana,30,2762,2762,474,29
West Virginia,54,0,0,625,0
