state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7611,7611,370,25
Illinois,17,0,0,1521,0
California,06,0,0,3129,0
Arizona,04,22294,22294,545,14
Massachusetts,25,12749,12749,438,4
Wisconsin,55,7646,7646,714,58
Texas,48,0,0,3192,0
Nebraska,31,2388,2388,249,9
Utah,49,3980,3980,220,24
Oregon,41,2618,2618,176,0
Florida,12,45215,45215,2040,64
New York,36,89995,89995,618,0
Rhode Island,44,2835,2835,92,7
Georgia,13,28958,28958,1764,34
New Hampshire,33,743,743,23,0
North Carolina,37,0,0,907,0
New Jersey,34,23560,23560,480,49
Colorado,08,7673,7673,303,7
Maryland,24,15705,15705,320,35
Nevada,32,0,0,442,0
Tennessee,47,8883,8883,900,24
Hawaii,15,885,885,128,5
Indiana,18,13148,13148,950,80
Kentucky,21,5362,5362,600,0
Minnesota,27,7887,7887,0,41
Oklahoma,40,6570,6570,655,0
Pennsylvania,42,0,0,603,0
South Carolina,45,9259,9259,599,43
District of Columbia,11,0,0,95,0
Kansas,20,2983,2983,352,0
Missouri,29,0,0,1135,0
Vermont,50,0,0,0,0
Virginia,51,11221,11221,877,30
Connecticut,09,11699,11699,110,0
Iowa,19,0,0,392,0
Louisiana,22,0,0,518,0
Ohio,39,15767,15767,694,32
Michigan,26,0,0,678,0
South Dakota,46,1632,1632,232,17
Arkansas,05,5550,5550,499,23
Delaware,10,0,0,82,0
Mississippi,28,5975,5975,515,0
New Mexico,35,3561,3561,91,12
North Dakota,38,925,925,100,13
Wyoming,56,282,282,32,1
Alaska,02,324,324,51,2
Maine,23,454,454,11,0
Alabama,01,17420,17420,757,0
Idaho,16,1900,1900,152,7
Montana,30,744,744,191,3
West Virginia,54,0,0,173,0
