state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3125,3125,518,3125
Illinois,17,0,0,4107,0
California,06,0,0,4735,0
Arizona,04,2885,2885,812,49
Massachusetts,25,9040,9040,2396,143
Wisconsin,55,2218,2218,398,57
Texas,48,0,0,1680,0
Nebraska,31,0,0,0,0
Utah,49,647,647,169,16
Oregon,41,723,723,152,9
Florida,12,9200,9200,0,266
New York,36,87638,87638,5187,179
Rhode Island,44,1506,1506,254,20
Georgia,13,7235,7235,919,128
New Hampshire,33,385,385,103,2
North Carolina,37,0,0,578,0
New Jersey,34,0,0,3208,0
Colorado,08,4037,4037,620,47
Maryland,24,7485,7485,1374,92
Nevada,32,0,0,410,0
Tennessee,47,1539,1539,601,24
Hawaii,15,82,82,0,0
Indiana,18,4389,4389,1166,0
Kentucky,21,2016,2016,474,6
Minnesota,27,2380,2380,566,72
Oklahoma,40,917,917,201,12
Pennsylvania,42,0,0,1654,0
South Carolina,45,1444,1444,414,0
District of Columbia,11,0,0,336,0
Kansas,20,760,760,0,0
Missouri,29,0,0,697,0
Vermont,50,0,0,14,0
Virginia,51,4093,4093,1491,114
Connecticut,09,10946,10946,816,0
Iowa,19,0,0,376,0
Louisiana,22,0,0,884,0
Ohio,39,5295,5295,892,97
Michigan,26,0,0,1054,0
South Dakota,46,342,342,91,9
Arkansas,05,535,535,78,0
Delaware,10,0,0,220,0
Mississippi,28,1932,1932,638,31
New Mexico,35,1139,1139,205,0
North Dakota,38,144,144,39,2
Wyoming,56,75,75,8,1
Alaska,02,47,47,19,1
Maine,23,235,235,41,4
Alabama,01,1528,1528,574,35
Idaho,16,221,221,27,6
Montana,30,65,65,3,0
West Virginia,54,0,0,46,0
