state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,5102,5102,494,39
Illinois,17,0,0,1466,0
California,06,0,0,8681,0
Arizona,04,6894,6894,3041,196
Massachusetts,25,11746,11746,513,24
Wisconsin,55,4194,4194,354,65
Texas,48,0,0,10848,0
Nebraska,31,1502,1502,115,20
Utah,49,2109,2109,219,43
Oregon,41,1387,1387,233,60
Florida,12,22123,22123,9520,518
New York,36,89995,89995,724,0
Rhode Island,44,2116,2116,64,6
Georgia,13,15494,15494,3155,447
New Hampshire,33,673,673,20,0
North Carolina,37,0,0,1179,0
New Jersey,34,21099,21099,833,41
Colorado,08,6110,6110,373,53
Maryland,24,11949,11949,484,52
Nevada,32,0,0,1095,0
Tennessee,47,3798,3798,1461,86
Hawaii,15,150,150,46,0
Indiana,18,7941,7941,803,0
Kentucky,21,2900,2900,532,18
Minnesota,27,4723,4723,266,45
Oklahoma,40,2403,2403,613,0
Pennsylvania,42,0,0,736,0
South Carolina,45,4498,4498,1593,316
District of Columbia,11,0,0,83,0
Kansas,20,1497,1497,0,0
Missouri,29,0,0,875,0
Vermont,50,0,0,19,0
Virginia,51,7267,7267,1189,66
Connecticut,09,10654,10654,62,0
Iowa,19,0,0,223,0
Louisiana,22,0,0,1527,0
Ohio,39,9736,9736,1097,126
Michigan,26,0,0,680,0
South Dakota,46,776,776,62,2
Arkansas,05,2257,2257,488,55
Delaware,10,0,0,58,0
Mississippi,28,3797,3797,1154,31
New Mexico,35,2433,2433,154,34
North Dakota,38,309,309,46,4
Wyoming,56,146,146,13,2
Alaska,02,113,113,32,2
Maine,23,377,377,12,2
Alabama,01,8538,8538,1549,170
Idaho,16,621,621,188,21
Montana,30,174,174,49,7
West Virginia,54,0,0,77,0
