state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,15978,15978,1074,207
Illinois,17,0,0,3553,0
California,06,0,0,22665,0
Arizona,04,44389,44389,5082,753
Massachusetts,25,16603,16603,2219,0
Wisconsin,55,22583,22583,1017,149
Texas,48,0,0,14218,0
Nebraska,31,5475,5475,484,15
Utah,49,12059,12059,605,119
Oregon,41,6992,6992,453,128
Florida,12,67158,67158,7720,420
New York,36,89995,89995,8926,0
Rhode Island,44,7241,7241,402,50
Georgia,13,45177,45177,6097,435
New Hampshire,33,937,937,287,3
North Carolina,37,0,0,3940,0
New Jersey,34,53577,53577,3703,242
Colorado,08,20280,20280,930,265
Maryland,24,28860,28860,1952,129
Nevada,32,0,0,1827,0
Tennessee,47,15510,15510,3230,151
Hawaii,15,1902,1902,124,7
Indiana,18,37505,37505,2515,217
Kentucky,21,14738,14738,1733,117
Minnesota,27,22931,22931,692,116
Oklahoma,40,18952,18952,1902,67
Pennsylvania,42,0,0,5204,0
South Carolina,45,15706,15706,2453,42
District of Columbia,11,0,0,283,0
Kansas,20,7351,7351,590,0
Missouri,29,0,0,2605,0
Vermont,50,0,0,56,0
Virginia,51,19326,19326,3185,144
Connecticut,09,12257,12257,1154,0
Iowa,19,0,0,552,0
Louisiana,22,0,0,2035,0
Ohio,39,41863,41863,4010,486
Michigan,26,0,0,2443,0
South Dakota,46,5943,5943,240,26
Arkansas,05,12313,12313,1354,198
Delaware,10,0,0,473,0
Mississippi,28,8425,8425,1466,0
New Mexico,35,10815,10815,715,94
North Dakota,38,3667,3667,70,11
Wyoming,56,1192,1192,106,-24
Alaska,02,1104,1104,79,0
Maine,23,1189,1189,203,18
Alabama,01,37587,37587,3076,0
Idaho,16,6079,6079,283,42
Montana,30,3883,3883,187,30
West Virginia,54,0,0,755,0
