state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,11696,11696,1094,152
Illinois,17,0,0,5199,0
California,06,0,0,11511,0
Arizona,04,28525,28525,3157,252
Massachusetts,25,14397,14397,1552,0
Wisconsin,55,18500,18500,1556,214
Texas,48,0,0,9028,0
Nebraska,31,4619,4619,810,57
Utah,49,9003,9003,588,107
Oregon,41,5012,5012,622,153
Florida,12,57647,57647,4558,307
New York,36,89995,89995,4835,0
Rhode Island,44,5133,5133,444,94
Georgia,13,36461,36461,3013,191
New Hampshire,33,849,849,211,0
North Carolina,37,0,0,2373,0
New Jersey,34,42819,42819,3481,259
Colorado,08,14957,14957,1755,53
Maryland,24,22421,22421,1653,162
Nevada,32,0,0,1784,0
Tennessee,47,12777,12777,2839,139
Hawaii,15,1327,1327,46,2
Indiana,18,29029,29029,3250,386
Kentucky,21,10840,10840,1760,104
Minnesota,27,18594,18594,1604,236
Oklahoma,40,13392,13392,1698,19
Pennsylvania,42,0,0,5561,0
South Carolina,45,12446,12446,1179,31
District of Columbia,11,0,0,205,0
Kansas,20,5509,5509,623,0
Missouri,29,0,0,2628,0
Vermont,50,0,0,32,0
Virginia,51,15467,15467,1918,111
Connecticut,09,12257,12257,1223,0
Iowa,19,0,0,900,0
Louisiana,22,0,0,1516,0
Ohio,39,30226,30226,5181,657
Michigan,26,0,0,4091,0
South Dakota,46,4921,4921,491,49
Arkansas,05,9577,9577,1081,132
Delaware,10,0,0,338,0
Mississippi,28,7703,7703,1222,0
New Mexico,35,7523,7523,925,116
North Dakota,38,2896,2896,337,0
Wyoming,56,911,911,203,10
Alaska,02,827,827,159,22
Maine,23,803,803,170,22
Alabama,01,27323,27323,2097,279
Idaho,16,4448,4448,360,60
Montana,30,2909,2909,479,34
West Virginia,54,0,0,646,0
